
SAST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2006-1-1,26,20,14,14,13,11,88,64,44,1025,1024,1022,10,10,10,23,10,40,0.00,4,,360<br />
2006-1-2,24,20,17,15,13,11,82,63,47,1026,1023,1021,10,10,9,19,11,,0.00,5,Rain,49<br />
2006-1-3,22,19,16,17,14,11,88,76,56,1023,1021,1019,10,7,3,23,11,42,0.00,5,Rain,37<br />
2006-1-4,23,19,16,17,14,13,94,82,53,1020,1019,1017,10,9,3,32,11,,0.00,6,Rain,26<br />
2006-1-5,24,19,15,15,14,13,94,68,50,1020,1018,1017,10,9,6,16,6,,0.00,4,,165<br />
2006-1-6,26,21,17,15,13,11,88,60,41,1021,1018,1016,10,10,10,19,11,,0.00,3,,115<br />
2006-1-7,27,21,16,17,16,14,94,74,47,1017,1015,1013,10,6,0,24,10,47,0.00,4,Fog-Rain-Thunderstorm,328<br />
2006-1-8,45,30,16,32,18,13,94,85,52,1018,1016,1014,10,7,1,23,14,32,0.00,5,Fog-Rain-Thunderstorm,67<br />
2006-1-9,25,20,15,24,16,14,100,87,73,1019,1018,1016,10,7,3,24,14,,0.00,7,Fog-Rain-Thunderstorm,63<br />
2006-1-10,20,18,16,18,16,15,94,90,83,1019,1018,1017,10,5,0,24,16,,0.00,6,Fog-Rain,22<br />
2006-1-11,24,20,16,17,16,14,100,80,57,1020,1019,1016,10,7,0,23,14,27,0.00,6,Fog-Rain-Thunderstorm,24<br />
2006-1-12,24,19,15,17,16,13,94,81,61,1021,1020,1018,10,8,1,21,13,,0.00,5,Fog-Rain-Thunderstorm,25<br />
2006-1-13,45,21,17,18,16,0,88,74,22,1023,1021,1019,10,9,4,23,13,34,0.00,5,Rain-Thunderstorm,32<br />
2006-1-14,25,23,20,15,11,0,73,49,19,1023,1021,1019,10,9,2,35,13,,0.00,4,,40<br />
2006-1-15,27,22,17,18,16,14,88,73,47,1024,1022,1020,10,9,1,23,11,55,0.00,3,Rain-Thunderstorm,58<br />
2006-1-16,25,20,15,16,14,13,94,72,47,1025,1024,1021,10,10,6,24,16,,0.00,3,,102<br />
2006-1-17,26,20,15,14,12,9,94,60,34,1025,1022,1020,10,9,2,19,13,,0.00,3,Fog,82<br />
2006-1-18,25,20,15,14,11,6,88,56,29,1022,1020,1016,10,10,8,27,18,32,0.00,4,,354<br />
2006-1-19,27,21,16,15,12,8,83,54,32,1021,1019,1017,10,10,10,23,11,35,0.00,3,Rain-Thunderstorm,311<br />
2006-1-20,24,20,16,16,15,13,88,73,57,1023,1022,1020,10,8,2,26,16,,0.00,5,,34<br />
2006-1-21,22,18,14,14,13,12,94,74,53,1024,1022,1020,10,8,5,26,19,,0.00,5,,9<br />
2006-1-22,23,20,17,16,14,13,88,71,57,1021,1020,1018,10,9,5,23,14,,0.00,5,,345<br />
2006-1-23,25,20,16,17,16,13,88,79,61,1023,1021,1019,10,9,4,23,10,,0.00,4,Rain-Thunderstorm,61<br />
2006-1-24,19,17,16,16,14,14,94,85,73,1025,1023,1021,10,8,4,27,14,,0.00,6,Rain-Thunderstorm,7<br />
2006-1-25,26,13,0,16,14,12,88,68,44,1024,1023,1021,10,10,7,14,8,,0.00,3,,321<br />
2006-1-26,23,19,15,18,15,14,94,84,65,1025,1023,1021,10,5,1,24,8,,0.00,5,Rain-Thunderstorm,130<br />
2006-1-27,24,19,15,16,15,13,94,75,53,1024,1023,1020,10,8,2,27,16,,0.00,4,,354<br />
2006-1-28,23,19,16,16,14,14,88,72,57,1023,1021,1019,10,9,5,27,13,35,0.00,7,Rain,336<br />
2006-1-29,25,19,14,17,14,12,94,78,53,1021,1020,1018,10,9,1,32,11,60,0.00,5,Rain-Thunderstorm,41<br />
2006-1-30,24,19,14,16,14,12,94,77,47,1022,1020,1019,10,8,3,21,11,,0.00,3,Fog-Rain-Thunderstorm,35<br />
2006-1-31,25,20,15,16,14,12,94,68,44,1024,1022,1020,10,8,1,19,11,,0.00,4,Fog,79<br />
2006-2-1,23,19,15,14,13,11,94,66,47,1026,1024,1023,10,9,4,26,19,45,0.00,4,Rain-Thunderstorm,96<br />
2006-2-2,24,18,13,12,9,5,88,59,29,1025,1023,1020,10,9,6,23,14,34,0.00,3,,102<br />
2006-2-3,25,19,13,14,11,9,82,58,38,1021,1019,1017,10,9,3,23,10,48,0.00,3,Rain-Thunderstorm,214<br />
2006-2-4,24,18,13,14,12,10,82,66,49,1020,1019,1017,10,10,8,241,19,,0.00,4,Rain-Thunderstorm,336<br />
2006-2-5,26,20,14,13,11,4,77,54,24,1023,1019,1017,10,10,5,8,6,,0.00,2,Rain,117<br />
2006-2-6,21,18,15,14,13,12,88,78,56,1024,1023,1022,10,8,2,21,10,,0.00,6,Rain,89<br />
2006-2-7,22,18,14,14,13,12,88,77,57,1023,1022,1019,10,9,5,26,18,,0.00,6,Rain,86<br />
2006-2-8,21,18,15,17,15,13,94,85,73,1020,1019,1016,10,9,0,37,24,53,0.00,6,Fog-Rain-Thunderstorm,27<br />
2006-2-9,22,18,15,17,16,13,94,84,64,1023,1020,1017,10,8,1,29,21,,0.00,6,Fog-Rain-Thunderstorm,4<br />
2006-2-10,26,17,9,17,15,-6,94,77,34,1025,1023,1021,10,6,0,55,14,74,0.00,5,Fog-Rain-Thunderstorm,92<br />
2006-2-11,20,18,16,18,16,14,94,88,78,1026,1024,1023,10,7,2,23,16,,0.00,7,Fog-Rain,30<br />
2006-2-12,23,19,16,15,14,13,94,74,57,1024,1022,1019,10,9,6,24,14,,0.00,4,Rain-Thunderstorm,344<br />
2006-2-13,25,21,17,17,16,14,88,77,53,1021,1020,1018,10,9,4,221,14,,0.00,4,Rain-Thunderstorm,325<br />
2006-2-14,24,19,15,17,15,14,94,73,53,1023,1022,1020,10,8,1,21,11,,0.00,4,Fog,38<br />
2006-2-15,25,21,17,17,15,13,88,69,50,1024,1023,1020,10,7,4,19,11,,0.00,4,Thunderstorm,62<br />
2006-2-16,25,20,15,14,12,7,88,61,32,1026,1024,1022,10,10,7,19,13,,0.00,2,,91<br />
2006-2-17,27,21,16,16,14,11,88,63,37,1025,1023,1021,10,10,10,16,8,,0.00,2,,49<br />
2006-2-18,27,21,16,17,14,11,88,63,39,1026,1024,1021,10,10,7,21,11,,0.00,2,,14<br />
2006-2-19,28,22,17,16,13,10,78,59,32,1024,1021,1019,10,10,10,24,13,,0.00,3,,320<br />
2006-2-20,28,22,17,15,14,12,77,58,37,1021,1020,1017,10,10,9,19,8,39,0.00,2,,319<br />
2006-2-21,26,21,17,18,16,14,88,72,54,1023,1021,1019,10,9,2,23,10,55,0.00,5,Rain-Thunderstorm,85<br />
2006-2-22,24,20,17,16,15,13,88,74,57,1025,1023,1021,10,9,5,23,13,,0.00,6,,48<br />
2006-2-23,24,20,16,17,15,13,94,82,61,1025,1023,1021,10,7,4,21,10,,0.00,4,Rain-Thunderstorm,329<br />
2006-2-24,26,21,16,16,14,13,94,77,51,1022,1021,1019,10,7,0,26,11,35,0.00,4,Fog-Rain-Thunderstorm,308<br />
2006-2-25,25,19,14,16,14,12,94,75,47,1021,1019,1016,10,8,2,26,11,35,0.00,3,Rain-Thunderstorm,360<br />
2006-2-26,21,18,15,17,16,14,94,87,73,1020,1018,1016,10,7,3,23,14,35,0.00,7,Rain-Thunderstorm,28<br />
2006-2-27,19,17,16,17,16,15,94,91,83,1017,1016,1014,10,7,1,23,14,32,0.00,7,Fog-Rain,6<br />
2006-2-28,25,20,16,17,16,12,94,78,47,1018,1016,1014,10,8,1,26,10,32,0.00,5,Fog-Rain-Thunderstorm,288<br />
2006-3-1,25,20,16,16,15,13,88,77,57,1019,1018,1016,10,9,1,23,13,42,0.00,5,Rain-Thunderstorm,58<br />
2006-3-2,25,20,15,15,9,5,88,54,35,1019,1018,1017,10,10,10,27,19,,0.00,3,,211<br />
2006-3-3,25,19,12,15,14,11,94,74,47,1023,1019,1017,10,8,2,35,13,58,0.00,4,Rain-Thunderstorm,135<br />
2006-3-4,16,13,10,10,8,7,88,78,67,1029,1027,1023,10,10,8,39,32,63,0.00,6,,116<br />
2006-3-5,18,13,8,9,7,6,87,71,52,1031,1029,1028,10,10,10,37,26,52,0.00,4,,113<br />
2006-3-6,19,13,8,11,9,7,93,74,49,1030,1028,1026,10,9,4,26,16,27,0.00,3,,116<br />
2006-3-7,23,17,10,11,7,3,94,56,29,1027,1024,1022,,,,21,10,,0.00,,,164<br />
2006-3-8,24,18,13,11,6,1,72,43,25,1023,1022,1020,10,10,10,16,10,,0.00,1,,154<br />
2006-3-9,25,18,11,14,11,7,88,61,36,1024,1023,1021,10,10,10,19,13,,0.00,3,,20<br />
2006-3-10,25,20,15,14,11,9,82,58,44,1025,1023,1021,10,9,5,29,8,37,0.00,4,Rain-Thunderstorm,212<br />
2006-3-11,25,19,13,15,13,12,94,65,44,1025,1021,1018,10,9,8,19,11,39,0.00,3,Rain,329<br />
2006-3-12,25,19,14,15,12,9,82,64,49,1019,1017,1016,10,10,8,29,16,55,0.00,2,Rain,259<br />
2006-3-13,20,18,15,14,13,11,94,75,60,1024,1021,1018,10,9,5,19,10,,0.00,6,Rain,9<br />
2006-3-14,18,16,14,16,14,12,94,89,82,1028,1026,1024,10,7,3,27,14,,0.00,6,Fog-Rain,48<br />
2006-3-15,22,18,15,16,15,14,100,80,64,1029,1027,1025,10,9,3,24,18,,0.00,6,Fog,1<br />
2006-3-16,26,21,16,17,16,14,94,75,50,1026,1024,1022,10,8,0,23,14,39,0.00,3,Fog,295<br />
2006-3-17,24,19,15,17,16,14,94,83,61,1026,1024,1022,10,9,2,21,13,40,0.00,5,Rain-Thunderstorm,33<br />
2006-3-18,23,18,14,17,15,13,94,81,61,1026,1024,1022,10,9,2,23,13,,0.00,4,Rain,356<br />
2006-3-19,25,19,14,16,14,13,100,72,50,1024,1023,1021,10,9,1,24,11,,0.00,2,,324<br />
2006-3-20,26,20,14,16,14,12,94,74,47,1026,1023,1021,10,8,1,26,10,47,0.00,3,Fog-Rain-Thunderstorm,340<br />
2006-3-21,22,18,14,16,14,13,94,81,57,1026,1025,1023,10,8,2,27,14,37,0.00,6,Fog,16<br />
2006-3-22,21,17,14,16,13,12,94,80,56,1025,1023,1022,10,8,3,26,11,,0.00,5,Fog-Rain,153<br />
2006-3-23,15,14,13,14,13,12,94,93,88,1027,1025,1024,8,5,2,24,16,,0.00,7,Fog-Rain,90<br />
2006-3-24,19,17,14,14,13,12,94,83,64,1026,1025,1023,10,7,1,14,10,,0.00,7,Fog-Rain,58<br />
