
BRST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2011-1-1,24,21,18,20,18,16,94,82,65,1013,1012,1010,10,10,10,23,18,,0.00,6,,158<br />
2011-1-2,21,19,18,20,18,17,100,92,88,1012,1010,1007,10,6,2,26,18,,0.00,6,Rain,199<br />
2011-1-3,22,20,18,20,19,17,94,91,83,1011,1010,1008,10,6,4,34,14,,0.00,7,Rain,34<br />
2011-1-4,26,23,20,21,20,19,94,87,69,1012,1010,1009,10,8,4,19,6,,0.00,7,Rain-Thunderstorm,56<br />
2011-1-5,29,24,20,20,19,17,94,80,48,1017,1013,1011,10,9,3,26,13,,0.00,5,Rain-Thunderstorm,9<br />
2011-1-6,30,25,20,20,19,17,94,79,45,1017,1015,1014,10,9,7,19,10,,0.00,5,Rain-Thunderstorm,353<br />
2011-1-7,28,24,21,20,19,18,94,81,54,1017,1016,1014,10,8,3,23,6,,0.00,4,Rain-Thunderstorm,28<br />
2011-1-8,28,24,21,21,19,18,94,85,54,1017,1016,1015,10,6,2,14,3,,0.00,6,Rain-Thunderstorm,1<br />
2011-1-9,29,24,20,21,19,17,94,74,48,1016,1014,1010,10,8,5,24,8,,0.00,5,Rain-Thunderstorm,340<br />
2011-1-10,31,26,20,23,20,18,94,79,51,1014,1011,1007,10,8,2,27,10,,0.00,5,Rain-Thunderstorm,330<br />
2011-1-11,27,23,19,21,19,18,94,85,65,1012,1010,1007,10,7,3,23,10,,0.00,5,Rain,191<br />
2011-1-12,28,24,20,21,20,19,94,81,62,1011,1009,1006,10,10,7,32,11,,0.00,5,Rain-Thunderstorm,345<br />
2011-1-13,26,23,21,21,19,18,88,82,69,1012,1010,1008,10,9,3,23,11,,0.00,7,Rain-Thunderstorm,3<br />
2011-1-14,27,23,21,22,21,19,100,87,70,1014,1012,1010,10,8,1,23,10,,0.00,5,Rain-Thunderstorm,86<br />
2011-1-15,28,24,20,20,19,19,94,81,58,1015,1013,1012,10,8,5,27,8,,0.00,6,,145<br />
2011-1-16,29,24,20,22,19,19,94,80,55,1014,1013,1011,10,9,6,27,10,,0.00,4,,110<br />
2011-1-17,26,23,21,20,19,18,94,79,61,1017,1015,1012,10,10,10,19,10,,0.00,6,Rain,340<br />
2011-1-18,30,26,21,21,19,17,94,77,45,1016,1014,1012,10,8,5,34,5,,0.00,4,Rain-Thunderstorm,353<br />
2011-1-19,29,24,20,20,19,18,94,76,58,1014,1012,1010,10,9,5,45,5,,0.00,5,,336<br />
2011-1-20,28,24,21,22,20,18,94,79,62,1014,1013,1011,10,9,4,16,5,,0.00,4,Rain-Thunderstorm,347<br />
2011-1-21,29,24,19,22,20,18,94,83,55,1015,1014,1012,10,6,2,19,8,,0.00,4,Rain-Thunderstorm,129<br />
2011-1-22,32,26,20,22,20,17,94,78,43,1017,1015,1013,10,7,4,40,19,,0.00,3,Thunderstorm,139<br />
2011-1-23,31,24,19,23,20,18,94,82,46,1020,1018,1016,10,7,2,24,10,,0.00,2,Rain-Thunderstorm,160<br />
2011-1-24,31,26,20,22,20,18,94,81,46,1020,1017,1015,10,7,2,24,6,,0.00,4,,138<br />
2011-1-25,31,26,22,22,20,18,89,78,46,1018,1016,1015,10,9,4,24,8,,0.00,2,Rain-Thunderstorm,133<br />
2011-1-26,31,26,21,22,20,18,94,79,46,1018,1016,1015,10,6,4,21,6,,0.00,3,,93<br />
2011-1-27,32,27,23,22,18,14,94,63,33,1017,1015,1012,10,6,3,24,5,,0.00,3,Rain-Thunderstorm,353<br />
2011-1-28,33,27,22,19,17,16,78,57,36,1017,1016,1014,10,9,5,19,5,,0.00,3,,333<br />
2011-1-29,33,28,23,22,19,16,78,63,36,1018,1017,1015,10,10,6,21,3,40,0.00,3,Rain-Thunderstorm,147<br />
2011-1-30,31,26,22,22,20,16,94,73,40,1019,1018,1016,10,10,8,23,5,,0.00,4,,191<br />
2011-1-31,30,26,21,22,19,16,94,75,51,1019,1017,1015,10,9,5,23,6,,0.00,4,Rain-Thunderstorm,119<br />
2011-2-1,28,24,21,19,18,16,83,66,54,1019,1016,1014,10,10,10,23,14,,0.00,5,Thunderstorm,337<br />
2011-2-2,28,24,21,20,19,18,94,82,58,1018,1017,1015,10,6,2,27,8,47,0.00,6,Rain-Thunderstorm,194<br />
2011-2-3,26,23,21,20,19,17,94,83,69,1018,1017,1014,10,8,4,19,6,,0.00,6,Rain,71<br />
2011-2-4,27,23,21,21,19,16,94,76,54,1018,1016,1013,10,7,5,24,8,,0.00,8,Rain-Thunderstorm,360<br />
2011-2-5,32,26,21,21,19,15,88,67,36,1016,1015,1012,10,10,10,23,13,,0.00,2,Thunderstorm,99<br />
2011-2-6,33,28,23,23,19,13,83,66,29,1017,1015,1013,10,10,7,14,5,,0.00,4,,224<br />
2011-2-7,32,26,21,22,19,15,89,74,36,1018,1017,1015,10,9,3,34,10,52,0.00,5,Rain-Thunderstorm,157<br />
2011-2-8,31,24,19,21,18,16,88,68,40,1018,1017,1014,10,10,5,19,5,,0.00,5,Rain,44<br />
2011-2-9,32,27,22,19,17,13,83,59,31,1016,1014,1011,10,10,8,14,3,,0.00,3,,319<br />
2011-2-10,31,27,23,20,18,16,83,62,40,1015,1013,1011,10,10,10,23,6,,0.00,2,,323<br />
2011-2-11,31,26,22,22,18,16,89,65,45,1018,1015,1012,10,9,3,24,5,,0.00,3,Rain-Thunderstorm,18<br />
2011-2-12,32,26,20,19,17,13,83,65,35,1018,1016,1014,10,10,10,37,10,60,0.00,4,Rain-Thunderstorm,52<br />
2011-2-13,31,27,23,22,17,15,78,57,40,1017,1015,1013,10,10,10,24,8,,0.00,1,Thunderstorm,334<br />
