
SAST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2011-1-1,24,19,15,18,16,15,100,86,61,1024,1022,1019,10,9,3,27,21,42,0.00,4,Rain-Thunderstorm,16<br />
2011-1-2,25,20,16,18,16,15,100,77,54,1023,1022,1019,10,10,6,24,18,,0.00,3,Rain,349<br />
2011-1-3,24,19,15,18,17,15,100,83,61,1027,1024,1022,10,10,6,76,11,174,0.00,3,Rain-Thunderstorm,159<br />
2011-1-4,25,20,15,18,16,14,100,82,57,1028,1026,1023,10,10,6,24,11,35,0.00,3,Rain-Thunderstorm,68<br />
2011-1-5,25,20,14,19,16,14,100,93,65,1025,1022,1019,10,9,1,35,14,,0.00,4,Rain-Thunderstorm,44<br />
2011-1-6,22,17,13,14,13,11,100,79,53,1021,1020,1018,10,10,10,39,26,47,0.00,4,,99<br />
2011-1-7,21,16,12,13,11,9,100,75,46,1021,1019,1017,10,10,8,27,19,47,0.00,4,Rain,93<br />
2011-1-8,20,17,13,14,13,11,100,79,56,1019,1016,1014,10,10,8,26,10,34,0.00,4,Rain,66<br />
2011-1-9,20,18,15,16,14,12,100,83,68,1018,1017,1016,10,9,5,24,8,,0.00,1,Rain,86<br />
2011-1-10,26,19,13,18,13,12,100,70,44,1022,1018,1013,10,9,5,32,10,52,0.00,4,,154<br />
2011-1-11,24,19,15,15,14,12,100,73,50,1025,1023,1021,10,10,10,32,24,52,0.00,3,,90<br />
2011-1-12,24,19,14,14,12,10,100,70,44,1025,1023,1020,10,10,10,29,18,,0.00,4,,81<br />
2011-1-13,24,18,13,16,13,11,100,69,44,1022,1020,1017,10,10,5,14,10,,0.00,4,,21<br />
2011-1-14,21,19,17,18,17,13,100,88,60,1020,1018,1016,10,9,5,23,13,29,0.00,4,Rain,336<br />
2011-1-15,23,19,16,17,16,15,100,82,61,1024,1021,1018,10,9,3,29,16,,0.00,3,Rain,98<br />
2011-1-16,22,19,16,18,17,15,100,92,69,1024,1022,1020,10,7,2,23,14,34,0.00,5,Rain-Thunderstorm,91<br />
2011-1-17,24,20,16,18,17,14,100,89,65,1023,1021,1019,10,9,2,29,14,47,0.00,2,Rain-Thunderstorm,81<br />
2011-1-18,29,22,16,25,17,16,100,91,73,1023,1021,1005,10,9,6,24,16,42,0.00,3,Rain,71<br />
2011-1-19,26,21,16,18,17,14,100,77,47,1022,1020,1017,10,8,4,14,10,,0.00,5,,63<br />
2011-1-20,26,22,18,18,17,16,94,75,54,1020,1018,1015,10,10,7,19,13,,0.00,4,,20<br />
2011-1-21,24,20,17,18,17,16,100,81,61,1022,1019,1017,10,10,10,29,18,,0.00,3,Rain,51<br />
2011-1-22,25,20,16,17,16,15,100,76,57,1020,1018,1015,10,10,10,24,16,,0.00,5,,346<br />
2011-1-23,25,21,17,18,17,16,100,82,61,1020,1018,1016,10,10,7,24,13,,0.00,3,Rain-Thunderstorm,1<br />
2011-1-24,25,20,16,17,17,15,100,83,57,1022,1020,1018,10,10,7,27,18,,0.00,4,,29<br />
2011-1-25,24,20,17,18,17,15,100,85,64,1020,1018,1016,10,9,4,27,18,,0.00,5,Rain-Thunderstorm,340<br />
2011-1-26,23,20,17,19,18,17,100,90,69,1017,1015,1012,10,8,1,21,10,,0.00,4,Rain,301<br />
2011-1-27,25,19,13,18,13,10,100,71,41,1022,1017,1014,10,6,0,24,11,,0.00,2,Fog,80<br />
2011-1-28,26,19,13,14,12,8,100,65,34,1024,1022,1015,10,10,10,24,14,35,0.00,1,,110<br />
2011-1-29,27,21,15,16,14,11,100,68,39,1025,1024,1022,10,10,10,21,13,,0.00,1,Thunderstorm,354<br />
2011-1-30,27,20,13,16,11,7,100,59,32,1024,1022,1019,10,9,3,21,10,42,0.00,1,Thunderstorm,92<br />
2011-1-31,25,19,14,14,11,4,100,58,27,1024,1022,1017,10,10,10,14,10,29,0.00,1,,48<br />
2011-2-1,24,19,14,15,13,9,100,76,53,1025,1024,1022,10,8,3,26,14,45,0.00,3,Rain-Thunderstorm,321<br />
2011-2-2,22,18,14,16,14,12,100,86,60,1026,1025,1023,10,8,2,19,8,39,0.00,2,Rain-Thunderstorm,55<br />
2011-2-3,23,18,13,14,12,8,100,68,41,1028,1026,1025,10,10,8,24,14,42,0.00,3,,62<br />
2011-2-4,23,17,11,13,11,9,100,73,41,1029,1027,1026,10,10,9,21,13,,0.00,2,,50<br />
2011-2-5,23,18,13,15,13,12,100,79,53,1028,1026,1024,10,10,6,19,14,,0.00,6,,16<br />
2011-2-6,24,19,15,15,13,12,88,67,50,1026,1024,1022,10,10,10,24,13,,0.00,2,,307<br />
2011-2-7,27,21,16,17,16,13,100,73,47,1024,1023,1021,10,9,4,26,11,39,0.00,2,Rain-Thunderstorm,192<br />
2011-2-8,25,20,15,17,16,14,100,77,54,1024,1023,1021,10,9,3,26,10,,0.00,3,Rain-Thunderstorm,5<br />
2011-2-9,27,21,16,18,15,11,100,70,45,1023,1022,1020,10,8,2,16,10,,0.00,2,,95<br />
2011-2-10,26,20,14,15,12,8,100,64,32,1025,1023,1021,10,9,8,23,14,,0.00,2,,80<br />
2011-2-11,27,20,14,14,13,11,94,61,39,1025,1023,1022,10,10,10,16,13,,0.00,2,,1<br />
2011-2-12,29,24,19,17,13,10,83,55,42,1025,1023,1021,10,10,10,26,11,,0.00,2,Thunderstorm,249<br />
2011-2-13,24,20,17,17,16,14,94,72,53,1027,1025,1023,10,10,8,19,13,,0.00,3,Rain-Thunderstorm,136<br />
2011-2-14,26,20,15,16,14,12,100,68,44,1026,1024,1022,10,10,9,23,16,47,0.00,2,,92<br />
2011-2-15,26,19,13,13,11,8,94,61,32,1025,1023,1021,10,10,10,24,13,,0.00,1,,89<br />
2011-2-16,26,20,14,16,14,11,100,73,50,1023,1022,1019,10,9,6,14,10,,0.00,2,,42<br />
2011-2-17,23,18,14,16,14,10,100,77,44,1023,1021,1007,10,9,6,19,11,,0.00,3,,19<br />
2011-2-18,23,19,15,18,15,14,94,83,73,1021,1019,1016,10,10,6,26,16,,0.00,5,Rain,349<br />
2011-2-19,23,19,16,19,15,13,100,80,57,1020,1018,1014,10,9,5,26,16,,0.00,4,Rain-Thunderstorm,307<br />
2011-2-20,27,20,14,16,12,7,100,65,28,1024,1021,1020,10,8,5,24,13,45,0.00,3,,166<br />
2011-2-21,24,19,14,16,14,13,100,79,53,1025,1023,1021,10,9,5,24,13,37,0.00,3,Rain-Thunderstorm,51<br />
2011-2-22,28,20,13,17,14,12,100,76,47,1024,1022,1018,10,9,4,29,13,48,0.00,2,Rain-Thunderstorm,336<br />
2011-2-23,25,20,15,15,13,11,88,72,41,1025,1022,1020,10,10,5,35,11,32,0.00,2,Rain-Thunderstorm,327<br />
2011-2-24,25,19,14,15,13,10,100,70,41,1024,1022,1019,10,8,5,24,11,,0.00,2,Rain,220<br />
2011-2-25,25,19,13,14,12,8,100,72,34,1023,1021,1017,10,9,6,24,13,,0.00,3,Rain-Thunderstorm,35<br />
2011-2-26,23,17,11,14,11,9,100,69,46,1023,1022,1020,10,9,6,16,10,,0.00,2,Rain,66<br />
2011-2-27,23,17,12,14,13,11,100,73,53,1025,1024,1022,10,10,10,14,11,,0.00,2,Rain,352<br />
2011-2-28,27,20,13,14,12,8,94,61,30,1024,1023,1021,10,10,9,21,11,,0.00,2,,321<br />
2011-3-1,25,19,13,14,9,6,100,58,29,1026,1024,1022,10,10,10,21,14,,0.00,1,,81<br />
2011-3-2,26,18,11,12,11,8,94,59,32,1025,1023,1020,10,10,10,23,13,,0.00,2,,328<br />
