
JST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-1-1,13,9,5,4,-1,-6,81,50,31,1021,1019,1017,10,9,6,35,19,47,0.00,1,,344<br />
2000-1-2,9,7,5,2,-2,-4,62,54,46,1022,1019,1016,10,10,10,24,16,,0.00,6,,38<br />
2000-1-3,19,11,4,7,2,-3,76,56,28,1015,1010,1003,10,10,10,39,16,53,0.00,2,Rain,331<br />
2000-1-4,14,11,8,1,-3,-5,47,41,33,1021,1016,1012,10,10,10,37,27,,0.00,1,,340<br />
2000-1-5,11,9,7,4,0,-3,66,53,43,1025,1023,1021,10,10,10,27,19,,0.00,5,Rain,19<br />
2000-1-6,13,11,9,8,4,-1,82,63,50,1023,1019,1014,10,8,4,21,14,,0.00,6,Rain,348<br />
2000-1-7,15,12,9,11,9,6,94,84,67,1013,1008,1006,10,4,2,23,8,,0.00,4,Rain,14<br />
2000-1-8,12,10,8,5,3,1,67,61,50,1018,1015,1012,10,10,9,21,14,,0.00,4,,22<br />
2000-1-9,12,8,5,5,2,-1,81,60,47,1022,1020,1018,10,10,8,23,13,,0.00,4,,344<br />
2000-1-10,13,10,8,9,4,-4,93,69,37,1018,1011,1006,10,7,2,45,14,61,0.00,4,Rain,348<br />
2000-1-11,11,8,6,-1,-4,-7,50,42,30,1024,1019,1013,10,10,10,45,34,55,0.00,3,,341<br />
2000-1-12,6,4,3,3,-1,-5,93,71,46,1026,1024,1020,10,7,4,27,21,,0.00,5,Rain,348<br />
2000-1-13,10,7,3,9,6,2,100,92,82,1019,1009,1004,8,5,1,35,19,,0.00,6,Rain,349<br />
2000-1-14,14,11,9,11,7,-2,100,79,38,1014,1008,1003,10,6,1,24,11,,0.00,4,,11<br />
