
BRST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-1-1,,,,,,,,,,1013,1012,1011,10,10,9,35,16,,0.00,5,,152<br />
2000-1-2,,,,,,,,,,1013,1012,1010,10,10,10,34,19,,0.00,4,,135<br />
2000-1-3,,,,,,,,,,1012,1010,1008,10,10,9,24,13,,0.00,5,,168<br />
2000-1-4,,,,,,,,,,1009,1008,1006,10,9,4,19,10,,0.00,5,,186<br />
2000-1-5,,,,,,,,,,1009,1007,1005,10,10,10,29,10,,0.00,2,,118<br />
2000-1-6,,,,,,,,,,1013,1010,1008,10,10,8,32,14,,0.00,4,Rain,132<br />
2000-1-7,,,,,,,,,,1014,1012,1010,10,10,10,27,14,,0.00,4,,126<br />
2000-1-8,25,,25,22,22,22,83,83,83,1013,1011,1009,10,10,8,32,14,,0.00,3,,113<br />
2000-1-9,,,,,,,,,,1013,1011,1009,10,10,10,27,10,,0.00,4,,97<br />
2000-1-10,,,,,,,,,,1013,1010,1008,10,10,8,24,8,,0.00,5,Rain,91<br />
2000-1-11,31,23,23,21,21,21,88,72,55,1011,1007,1003,10,10,10,21,13,,0.00,4,Rain-Thunderstorm,312<br />
2000-1-12,34,27,27,23,22,21,70,61,52,1009,1007,1006,10,10,10,26,8,,0.00,5,,74<br />
2000-1-13,,,,,,,,,,1008,1006,1005,10,9,4,19,10,,0.00,5,Rain,131<br />
2000-1-14,,,,,,,,,,1008,1006,1004,10,8,3,26,11,,0.00,4,,149<br />
2000-1-15,,,,,,,,,,1007,1006,1004,10,10,10,26,13,,0.00,6,Rain,65<br />
2000-1-16,34,34,32,24,24,24,62,59,56,1006,1005,1002,10,10,5,27,10,,0.00,6,Rain,47<br />
2000-1-17,,,,,,,,,,1011,1007,1004,10,10,5,34,8,,0.00,6,Rain,186<br />
2000-1-18,27,,27,25,25,25,89,89,89,1015,1013,1012,10,10,10,23,11,,0.00,6,Rain,142<br />
2000-1-19,,,,,,,,,,1016,1014,1012,10,10,8,27,13,,0.00,3,,129<br />
2000-1-20,,,,,,,,,,1012,1010,1006,10,10,10,29,13,,0.00,2,,103<br />
2000-1-21,,,,,,,,,,1008,1006,1004,10,10,10,19,11,,0.00,2,,77<br />
2000-1-22,,,,,,,,,,1013,1008,1003,10,10,10,29,11,,0.00,6,,194<br />
2000-1-23,,,,,,,,,,1014,1013,1011,10,10,4,35,19,,0.00,6,,140<br />
2000-1-24,,,,,,,,,,1014,1013,1010,10,10,4,32,19,,0.00,4,Rain,135<br />
2000-1-25,,,,,,,,,,1014,1012,1008,10,8,3,26,14,,0.00,6,Rain-Thunderstorm,153<br />
2000-1-26,,,,,,,,,,1016,1015,1014,10,10,10,23,11,,0.00,3,,162<br />
2000-1-27,,,,,,,,,,1017,1016,1014,10,10,8,24,11,,0.00,3,,131<br />
2000-1-28,,,,,,,,,,1017,1015,1012,10,10,10,26,13,,0.00,2,,125<br />
2000-1-29,,,,,,,,,,1014,1012,1009,10,10,10,27,18,,0.00,2,,119<br />
2000-1-30,,,,,,,,,,1013,1011,1010,10,10,10,23,13,,0.00,5,,118<br />
2000-1-31,,,,,,,,,,1013,1012,1010,10,10,7,26,13,,0.00,7,Rain,114<br />
2000-2-1,,,,,,,,,,1011,1010,1008,10,10,10,40,21,,0.00,6,,106<br />
2000-2-2,,,,,,,,,,1016,1007,1006,10,10,10,27,18,,0.00,5,,105<br />
2000-2-3,,,,,,,,,,1008,1006,1003,10,10,10,14,10,,0.00,7,Rain,96<br />
2000-2-4,,,,,,,,,,1008,1005,1003,10,9,4,34,6,,0.00,6,Rain,93<br />
2000-2-5,,,,,,,,,,1013,1011,1008,10,10,10,14,6,,0.00,3,,66<br />
2000-2-6,,,,,,,,,,1015,1014,1012,10,9,2,23,10,,0.00,3,,101<br />
2000-2-7,,,,,,,,,,1017,1015,1014,10,10,10,32,16,,0.00,2,,113<br />
2000-2-8,,,,,,,,,,1016,1014,1010,10,10,10,27,18,,0.00,1,,112<br />
2000-2-9,23,,23,21,21,21,88,88,88,1013,1010,1006,10,9,2,47,13,71,0.00,5,Rain-Thunderstorm,116<br />
2000-2-10,,,,,,,,,,1009,1008,1003,10,10,10,19,6,,0.00,2,,290<br />
2000-2-11,,,,,,,,,,1009,1008,1006,10,8,3,74,11,,0.00,2,,80<br />
2000-2-12,,,,,,,,,,1008,1006,1004,10,10,10,23,11,,0.00,2,,104<br />
2000-2-13,,,,,,,,,,1013,1010,1006,10,10,8,26,14,,0.00,4,Rain-Thunderstorm,140<br />
2000-2-14,,,,,,,,,,1019,1016,1013,10,9,4,42,19,,0.00,7,Rain,165<br />
2000-2-15,,,,,,,,,,1020,1018,1017,10,8,5,34,18,,0.00,8,Rain,154<br />
2000-2-16,,,,,,,,,,1022,1021,1019,10,10,8,29,11,,0.00,4,,139<br />
2000-2-17,,,,,,,,,,1022,1021,1019,10,10,10,37,13,,0.00,3,,116<br />
2000-2-18,,,,,,,,,,1021,1020,1018,10,10,10,29,19,,0.00,2,,106<br />
2000-2-19,,,,,,,,,,1022,1020,1018,10,10,10,27,14,,0.00,2,,98<br />
2000-2-20,,,,,,,,,,1019,1017,1015,10,10,10,23,13,,0.00,6,,120<br />
2000-2-21,,,,,,,,,,1017,1014,1012,10,10,10,19,10,,0.00,5,,99<br />
2000-2-22,,,,,,,,,,1015,1014,1013,10,8,3,8,3,,0.00,4,,103<br />
2000-5-3,21,21,21,18,18,18,83,83,83,1015,1015,1015,10,10,10,13,11,,0.00,6,,102<br />
2000-5-4,26,23,20,21,20,18,100,86,69,1015,1013,1011,10,10,9,14,5,,0.00,5,Rain,98<br />
2000-5-5,25,20,15,23,19,13,100,94,83,1012,1009,1004,10,8,0,24,8,,0.00,7,Rain-Thunderstorm,274<br />
2000-5-6,17,14,13,13,10,7,88,74,59,1016,1012,1009,10,10,8,52,31,84,0.00,4,,286<br />
2000-5-7,20,15,10,12,11,8,100,78,49,1020,1018,1017,10,10,10,19,6,,0.00,1,,284<br />
2000-5-8,21,14,9,14,11,8,100,78,49,1020,1019,1017,10,10,10,8,3,,0.00,2,,297<br />
2000-5-9,21,16,11,13,12,11,100,84,56,1023,1021,1018,10,10,10,8,2,,0.00,2,,285<br />
2000-5-10,21,16,10,15,12,10,100,84,53,1026,1024,1015,10,10,8,24,5,,0.00,4,Rain,218<br />
2000-5-11,23,17,11,16,13,11,100,84,60,1026,1024,1022,10,4,0,14,3,,0.00,4,Fog-Rain,67<br />
2000-5-12,26,18,11,17,14,10,100,78,47,1022,1020,1018,10,10,10,19,3,,0.00,2,,70<br />
2000-5-13,27,19,11,18,14,11,100,81,48,1021,1020,1018,8,8,8,11,3,,0.00,0,,21<br />
2000-5-14,23,17,12,19,16,12,100,89,69,1021,1019,1017,10,7,0,16,5,,0.00,6,Fog,86<br />
2000-5-15,23,20,17,18,17,16,94,87,73,1017,1013,1007,10,9,3,39,10,,0.00,7,,87<br />
2000-5-16,23,20,17,21,18,10,100,89,52,1009,1006,1003,10,9,4,34,18,,0.00,6,Rain,102<br />
2000-5-17,17,14,13,16,14,13,100,93,82,1013,1010,1009,10,9,4,169,6,,0.00,5,Rain,294<br />
2000-5-18,20,16,11,17,14,11,100,85,64,1022,1018,1013,10,9,5,34,10,,0.00,6,,173<br />
2000-5-19,20,15,10,14,12,10,100,85,56,1023,1022,1021,10,9,5,24,5,,0.00,4,,167<br />
2000-5-20,22,16,9,18,12,9,100,87,53,1025,1023,1022,10,7,0,14,3,,0.00,3,Fog,43<br />
2000-5-21,24,17,10,15,12,9,100,86,57,1024,1023,1021,10,7,0,6,3,,0.00,3,Fog,66<br />
2000-5-22,24,17,10,16,14,10,100,87,57,1024,1023,1021,10,6,0,14,2,,0.00,2,Fog,278<br />
2000-5-23,23,18,14,17,14,12,100,82,60,1026,1024,1023,10,9,6,19,5,,0.00,6,,101<br />
2000-5-24,25,19,13,19,15,11,100,84,54,1024,1021,1016,10,9,5,16,8,,0.00,3,,88<br />
2000-5-25,30,20,11,19,14,11,100,79,43,1016,1012,1004,,,,16,8,,0.00,,,55<br />
2000-5-26,22,18,14,17,14,10,100,79,60,1015,1011,1005,10,10,5,27,14,47,0.00,4,Rain-Thunderstorm,278<br />
2000-5-27,20,16,11,11,9,8,94,75,46,1018,1016,1015,10,10,10,19,6,,0.00,1,,278<br />
2000-5-28,18,13,8,12,9,7,100,84,63,1019,1017,1017,10,10,10,23,8,,0.00,2,,288<br />
2000-5-29,19,12,5,10,7,5,100,83,40,1019,1017,1014,,,,6,2,,0.00,,,76<br />
2000-5-30,20,14,8,13,9,7,100,80,49,1016,1014,1011,10,9,8,19,3,,0.00,6,,289<br />
2000-5-31,15,12,9,13,11,9,100,90,72,1018,1015,1013,10,6,2,19,6,,0.00,6,Rain,283<br />
2000-6-9,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2000-6-10,27,21,15,19,18,14,100,85,61,1021,1015,1012,10,5,1,45,11,,0.00,8,Rain-Thunderstorm,152<br />
2000-6-11,20,18,15,18,16,14,100,91,77,1018,1016,1013,10,9,5,13,6,,0.00,7,Rain-Thunderstorm,292<br />
2000-6-12,26,19,12,18,15,12,100,85,54,1021,1016,1014,10,10,4,14,3,,0.00,5,,92<br />
2000-6-13,28,20,13,20,17,13,100,83,51,1016,1014,1013,10,6,1,19,3,,0.00,2,Fog,63<br />
2000-6-14,30,22,15,21,18,14,100,81,51,1015,1013,1012,10,10,10,19,3,,0.00,1,,82<br />
2000-6-15,32,23,14,20,17,14,100,78,38,1015,1013,1010,10,10,10,19,3,,0.00,4,Rain,64<br />
2000-6-16,25,21,17,20,19,16,100,88,65,1019,1013,1009,10,9,4,27,5,,0.00,7,Rain-Thunderstorm,292<br />
2000-6-17,16,14,14,16,15,14,100,97,88,1023,1021,1020,10,7,4,14,8,,0.00,8,Rain,176<br />
2000-6-18,16,14,14,15,14,13,100,95,94,1021,1017,1013,10,5,3,19,10,,0.00,8,Rain,137<br />
2000-6-19,16,14,14,15,14,13,100,97,82,1019,1016,1013,10,5,1,23,13,,0.00,8,Rain,283<br />
2000-6-20,15,12,10,14,9,5,100,85,58,1022,1020,1019,10,10,9,98,14,,0.00,5,,282<br />
2000-6-21,15,11,7,10,7,5,94,80,59,1023,1022,1020,10,10,10,27,8,,0.00,3,,297<br />
2000-6-22,19,11,4,9,6,4,100,78,42,1023,1020,1018,,,,8,2,,0.00,,,57<br />
2000-6-23,24,14,6,14,9,6,100,82,44,1020,1015,1011,8,6,5,8,2,,0.00,4,,75<br />
2000-6-24,26,17,8,16,12,8,100,79,51,1010,1007,1002,10,5,5,11,2,,0.00,0,,324<br />
2000-6-25,23,19,15,18,15,12,88,77,57,1015,1011,1006,10,10,10,26,8,,0.00,2,,253<br />
2000-6-26,18,14,12,14,12,11,100,85,68,1018,1016,1015,10,9,3,23,6,,0.00,6,Rain,115<br />
2000-6-27,23,18,13,16,14,13,100,85,61,1019,1016,1014,10,6,0,19,8,,0.00,5,Fog-Rain,99<br />
2000-6-28,30,22,15,19,16,14,94,78,45,1013,1008,1002,10,10,10,34,8,52,0.00,5,,35<br />
2000-6-29,19,17,15,17,16,14,100,94,83,1011,1008,1004,10,7,4,37,10,,0.00,7,Rain-Thunderstorm,143<br />
2000-6-30,19,16,13,15,13,12,100,89,68,1017,1014,1008,10,9,6,11,6,,0.00,6,Rain,160<br />
2000-7-1,26,17,8,18,14,8,100,82,51,1015,1011,1007,10,10,6,11,5,,0.00,3,Rain-Thunderstorm,77<br />
2000-7-2,28,19,11,19,14,10,100,89,51,1022,1009,1002,10,8,1,37,13,47,0.00,4,Rain-Thunderstorm,326<br />
2000-7-3,19,12,6,10,7,6,100,84,49,1028,1026,1017,10,10,10,55,5,,0.00,5,,285<br />
2000-7-4,20,12,4,9,6,2,100,78,32,1028,1025,1023,,,,10,2,,0.00,,,17<br />
2000-7-5,25,15,5,17,12,5,100,82,56,1023,1020,1018,9,7,3,6,2,,0.00,1,,265<br />
2000-7-6,28,19,10,19,15,10,100,84,54,1018,1016,1015,10,6,1,11,2,,0.00,2,Fog,353<br />
2000-7-7,29,20,11,17,14,11,100,79,45,1016,1014,1013,9,6,0,19,3,,0.00,0,Fog,76<br />
2000-7-8,29,21,13,20,16,13,100,79,42,1013,1011,1008,10,7,5,19,3,,0.00,4,Rain-Thunderstorm,20<br />
2000-7-9,20,18,17,19,18,17,100,96,88,1013,1011,1009,10,6,3,11,5,,0.00,7,Rain-Thunderstorm,34<br />
2000-7-10,20,18,17,19,17,9,100,96,49,1011,1008,1004,10,4,1,11,2,,0.00,8,Fog-Rain-Thunderstorm,319<br />
2000-7-11,16,13,10,16,11,7,100,84,72,1020,1014,1009,10,9,5,35,21,47,0.00,5,Rain,295<br />
2000-7-12,11,9,7,8,5,2,100,79,54,1028,1024,1020,10,10,10,34,21,55,0.00,5,Rain,285<br />
2000-7-13,11,8,5,5,2,-2,87,69,43,1031,1029,1027,10,10,10,29,14,,0.00,6,Rain,282<br />
2000-7-14,13,6,-1,5,2,-3,93,73,44,1031,1026,1021,7,7,6,11,5,,0.00,1,,44<br />
2000-7-15,13,7,1,8,4,1,100,80,51,1020,1017,1014,10,9,5,19,5,,0.00,5,,273<br />
2000-7-16,10,8,7,6,4,1,87,75,54,1021,1018,1016,10,10,10,45,26,55,0.00,6,,286<br />
2000-7-17,11,8,4,4,3,1,100,74,54,1023,1020,1019,10,10,10,21,14,,0.00,5,,285<br />
2000-7-18,15,8,0,7,3,0,100,79,45,1021,1019,1016,10,9,8,23,5,,0.00,4,,284<br />
2000-7-19,12,8,4,4,2,-2,93,68,41,1022,1020,1018,,,,34,8,37,0.00,,,288<br />
2000-7-20,16,9,3,5,3,1,93,68,39,1020,1018,1015,10,10,10,23,10,34,0.00,5,,289<br />
2000-7-21,21,10,0,8,4,0,100,72,31,1016,1014,1010,9,9,8,19,3,,0.00,0,,87<br />
