
ACST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-1-1,32,27,22,25,22,19,100,71,49,1008,1006,1004,10,9,4,14,10,,0.00,5,Rain-Thunderstorm,235<br />
2000-1-2,31,27,24,25,24,22,94,83,66,1009,1006,1005,10,10,6,26,8,,0.00,5,Rain-Thunderstorm,281<br />
2000-1-3,29,27,24,24,23,21,100,81,62,1010,1008,1006,10,10,10,21,10,,0.00,5,,221<br />
2000-1-4,33,29,25,24,23,22,94,74,52,1010,1008,1005,10,10,10,27,8,,0.00,4,,226<br />
2000-1-5,32,29,26,25,24,22,89,77,55,1009,1007,1005,10,10,10,29,11,,0.00,4,Rain-Thunderstorm,242<br />
2000-1-6,31,29,26,26,25,24,94,81,66,1008,1006,1005,10,10,10,23,10,,0.00,5,,247<br />
2000-1-7,32,28,25,25,24,23,100,86,59,1008,1006,1004,10,9,2,27,6,,0.00,5,Rain-Thunderstorm,125<br />
2000-1-8,31,28,25,26,25,24,100,84,70,1009,1007,1005,10,10,10,19,5,,0.00,6,Thunderstorm,256<br />
2000-1-9,32,27,23,26,25,23,100,85,66,1007,1006,1003,10,9,1,35,10,,0.00,6,Rain-Thunderstorm,249<br />
2000-1-10,32,28,24,26,24,23,100,85,62,1006,1005,1002,10,10,7,21,10,,0.00,6,Rain-Thunderstorm,126<br />
2000-1-11,30,28,25,25,24,23,100,85,66,1007,1005,1003,10,10,10,21,6,,0.00,6,,10<br />
2000-1-12,32,29,26,25,23,21,94,75,59,1006,1005,1003,10,10,10,34,10,,0.00,5,,322<br />
2000-1-13,32,29,27,26,25,24,89,78,62,1006,1005,1003,10,10,10,27,13,,0.00,5,Rain,268<br />
2000-1-14,31,28,25,26,25,24,94,83,66,1006,1004,1002,10,10,10,21,11,,0.00,6,Rain,252<br />
2000-1-15,29,27,24,25,24,23,94,86,70,1008,1006,1004,10,10,3,29,10,,0.00,6,Rain,261<br />
2000-1-16,30,28,25,25,23,22,94,83,66,1008,1006,1004,10,10,5,34,14,,0.00,6,Rain,236<br />
2000-1-17,32,28,24,25,23,22,100,82,55,1007,1005,1002,10,9,2,27,11,53,0.00,5,Rain-Thunderstorm,134<br />
2000-1-18,31,28,25,25,24,23,100,84,62,1007,1005,1003,10,10,4,23,13,,0.00,5,Rain,90<br />
2000-1-19,32,28,25,25,24,23,100,82,59,1009,1006,1004,10,10,6,27,14,,0.00,6,Rain-Thunderstorm,47<br />
2000-1-20,30,27,24,25,24,23,100,89,70,1010,1008,1006,10,9,1,21,11,,0.00,6,Rain,2<br />
2000-1-21,28,26,23,25,24,22,100,88,74,1011,1009,1007,10,9,1,24,10,,0.00,6,Rain,300<br />
2000-1-22,28,26,24,25,24,23,100,87,74,1010,1007,1005,10,9,1,21,10,40,0.00,7,Rain,309<br />
2000-1-23,27,24,23,25,24,23,100,90,79,1009,1007,1005,10,8,1,27,11,,0.00,6,Rain-Thunderstorm,316<br />
2000-1-24,29,27,24,26,24,23,100,87,70,1009,1007,1005,10,10,6,24,10,,0.00,6,Rain,283<br />
2000-1-25,29,26,23,25,24,22,100,85,70,1010,1007,1006,10,9,1,32,10,,0.00,5,Rain,296<br />
2000-1-26,31,28,26,25,24,23,94,79,62,1008,1007,1004,10,10,9,24,13,10,0.00,5,,291<br />
2000-1-27,32,29,26,25,24,23,94,79,66,1008,1006,1004,10,10,3,24,10,,0.00,3,Rain-Thunderstorm,256<br />
2000-1-28,32,28,25,26,24,23,100,80,62,1009,1007,1005,10,10,10,27,8,,0.00,4,,16<br />
2000-1-29,32,28,25,26,25,23,100,83,62,1009,1008,1005,10,10,7,26,6,45,0.00,5,Rain-Thunderstorm,157<br />
2000-1-30,32,28,25,26,24,24,100,85,62,1009,1007,1005,10,10,7,19,5,,0.00,3,Rain-Thunderstorm,68<br />
2000-1-31,32,29,26,27,25,21,100,82,62,1009,1007,1005,10,10,10,21,6,,0.00,5,Thunderstorm,280<br />
2000-2-1,32,28,25,27,26,24,94,83,70,1010,1007,1005,10,10,10,26,11,,0.00,6,Thunderstorm,268<br />
2000-2-2,33,28,23,25,24,22,100,79,55,1010,1008,1006,10,10,4,27,8,,0.00,6,Rain-Thunderstorm,55<br />
2000-2-3,33,29,25,26,24,22,100,80,52,1009,1007,1005,10,10,10,24,8,,0.00,5,Rain,91<br />
2000-2-4,30,28,25,26,25,24,94,89,74,1008,1007,1004,10,10,10,21,10,29,0.00,5,Rain,79<br />
2000-2-5,32,27,23,25,24,23,100,83,59,1008,1006,1004,10,9,6,27,10,,0.00,5,Rain-Thunderstorm,17<br />
2000-2-6,32,27,23,25,23,21,100,83,59,1007,1005,1002,10,8,1,24,8,50,0.00,6,Rain-Thunderstorm,308<br />
2000-2-7,31,27,24,26,24,23,100,85,62,1006,1004,1003,10,10,10,16,8,8,0.00,6,Rain,125<br />
2000-2-8,28,26,24,26,24,23,100,91,83,1007,1005,1003,10,9,3,32,10,,0.00,6,Rain,33<br />
2000-2-9,30,28,25,26,25,24,100,90,74,1009,1007,1005,10,10,6,24,14,45,0.00,6,Rain,18<br />
2000-2-10,31,28,25,25,24,23,100,82,66,1010,1008,1006,10,10,10,21,13,,0.00,5,Rain,358<br />
2000-2-11,30,27,24,25,24,23,100,85,70,1009,1007,1005,10,9,1,32,13,,0.00,6,Rain,331<br />
2000-2-12,30,27,24,25,24,23,100,88,70,1008,1007,1004,10,9,2,32,11,37,0.00,6,Rain,308<br />
2000-2-13,30,27,24,25,24,23,100,89,70,1008,1006,1004,10,9,6,21,8,,0.00,6,Rain-Thunderstorm,352<br />
2000-2-14,28,26,23,25,24,23,100,93,74,1009,1007,1006,10,9,3,21,6,,0.00,6,Rain,85<br />
2000-2-15,29,27,24,25,24,23,94,89,70,1008,1007,1005,10,9,2,24,11,,0.00,6,Rain,342<br />
2000-2-16,28,26,23,25,24,23,100,92,83,1006,1005,1003,10,7,1,27,18,,0.00,6,Rain-Thunderstorm,283<br />
2000-2-17,28,26,24,25,23,23,100,89,79,1008,1006,1004,10,9,2,32,14,,0.00,7,Rain,307<br />
2000-2-18,30,28,25,25,24,23,100,82,66,1009,1007,1006,10,10,10,24,18,,0.00,6,Rain,328<br />
2000-2-19,31,28,25,25,24,21,100,80,55,1009,1008,1006,10,10,10,19,10,,0.00,6,,318<br />
2000-2-20,31,28,26,26,25,23,94,80,62,1009,1007,1005,10,10,10,26,10,,0.00,5,,286<br />
2000-2-21,32,29,27,25,24,24,89,77,62,1008,1006,1004,10,10,10,27,14,,0.00,4,,272<br />
2000-2-22,31,29,27,26,25,24,94,79,66,1008,1006,1004,10,10,9,27,16,,0.00,7,Rain,275<br />
2000-2-23,28,28,28,26,26,25,89,86,84,1007,1007,1006,10,10,10,24,16,,0.00,8,,283<br />
2000-3-28,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2000-3-29,32,28,24,25,24,22,100,79,55,1012,1010,1007,10,10,10,19,8,,0.00,4,,42<br />
2000-3-30,32,27,22,25,23,21,94,77,55,1010,1008,1005,10,9,4,24,10,,0.00,4,Rain-Thunderstorm,219<br />
2000-3-31,31,28,25,25,23,21,100,79,55,1008,1007,1005,10,10,10,21,6,,0.00,3,,307<br />
2000-4-1,29,27,25,24,23,22,94,86,74,1008,1007,1007,10,10,10,11,8,,0.00,2,,137<br />
2000-4-2,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2000-4-3,31,28,26,25,24,23,94,81,62,1008,1007,1006,10,9,7,13,6,,0.00,4,Thunderstorm,21<br />
2000-4-4,31,28,25,25,24,24,100,89,66,1008,1007,1006,10,10,10,16,6,,0.00,3,Thunderstorm,134<br />
2000-4-5,31,27,24,26,24,23,100,87,62,1009,1007,1006,10,10,10,19,8,,0.00,3,Rain-Thunderstorm,13<br />
