
ACST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2013-1-1,34,30,27,26,24,20,94,69,44,1008,1006,1004,31,13,10,21,13,,0.00,6,,307<br />
2013-1-2,33,28,22,26,24,21,94,82,52,1009,1007,1005,31,12,1,52,13,48,14.99,5,Rain-Thunderstorm,241<br />
2013-1-3,34,29,24,26,25,23,100,82,55,1008,1006,1003,31,14,10,24,10,,0.76,4,Rain-Thunderstorm,195<br />
2013-1-4,35,30,25,26,24,21,94,71,44,1006,1004,1001,31,14,10,21,11,,7.11,6,Thunderstorm,56<br />
2013-1-5,33,29,24,27,25,23,100,83,56,1007,1005,1003,31,12,1,23,13,,19.05,6,Rain-Thunderstorm,90<br />
2013-1-6,34,29,24,26,24,22,94,73,45,1007,1005,1003,31,13,5,27,16,,0.00,5,Rain-Thunderstorm,36<br />
2013-1-7,34,30,26,25,24,21,94,71,42,1007,1005,1003,31,14,10,32,19,,2.03,6,,55<br />
2013-1-8,31,27,24,26,24,21,94,79,61,1007,1006,1003,31,12,3,47,19,60,3.05,6,Rain,33<br />
2013-1-9,33,30,27,25,24,23,89,72,49,1006,1004,1002,31,13,10,27,14,,0.25,5,,320<br />
2013-1-10,33,30,28,26,24,22,84,68,51,1006,1004,1003,31,13,10,35,23,,0.00,5,,287<br />
2013-1-11,34,31,28,26,24,23,84,71,50,1007,1005,1002,31,13,10,32,14,,0.00,5,Thunderstorm,264<br />
2013-1-12,32,28,24,26,24,22,100,82,59,1007,1006,1003,31,12,2,47,13,71,25.91,6,Rain-Thunderstorm,159<br />
2013-1-13,30,27,23,26,24,23,100,90,66,1007,1005,1003,31,10,1,29,13,,12.95,6,Rain-Thunderstorm,81<br />
2013-1-14,32,28,24,26,25,24,100,86,59,1009,1006,1004,31,12,5,32,16,,0.51,6,Rain,49<br />
2013-1-15,32,28,25,26,25,23,100,85,54,1009,1007,1005,31,13,8,37,11,,4.06,6,Rain,332<br />
2013-1-16,33,29,26,26,25,24,84,72,56,1008,1006,1004,31,13,10,29,21,,0.25,5,,266<br />
2013-1-17,31,28,24,26,23,21,89,74,51,1007,1004,1001,31,13,8,42,18,60,0.00,7,,217<br />
2013-1-18,31,28,25,26,24,22,94,80,60,1005,1004,1002,31,11,2,42,21,50,5.08,6,Rain,252<br />
2013-1-19,29,27,24,26,24,24,100,87,71,1005,1003,1002,26,8,0,45,23,60,27.94,6,Rain-Thunderstorm,259<br />
2013-1-20,30,27,24,25,24,23,94,81,66,1008,1005,1002,31,9,1,40,32,61,22.10,6,Rain-Thunderstorm,266<br />
2013-1-21,32,29,25,26,24,23,94,76,54,1009,1007,1005,31,11,3,37,31,53,1.02,6,Rain-Thunderstorm,268<br />
2013-1-22,33,30,28,26,24,23,84,71,53,1008,1007,1005,31,13,10,39,26,50,0.00,4,,264<br />
2013-1-23,32,31,29,26,26,25,84,74,60,1007,1005,1003,31,11,10,37,27,,0.00,6,Rain,264<br />
2013-1-24,32,30,28,26,26,25,84,76,62,1008,1006,1004,31,12,10,37,24,,0.00,7,,267<br />
2013-1-25,33,31,28,27,27,26,89,79,62,1007,1005,1003,19,11,10,35,24,,0.00,6,,276<br />
2013-1-26,33,31,29,27,27,26,89,78,61,1007,1005,1003,31,11,10,37,27,,0.00,4,Rain,280<br />
2013-1-27,33,28,23,28,26,21,100,81,64,1009,1006,1003,19,10,3,35,27,48,25.91,5,Rain-Thunderstorm,284<br />
2013-1-28,32,28,23,25,23,21,94,74,43,1009,1007,1005,31,12,8,37,19,,0.25,5,Rain-Thunderstorm,301<br />
2013-1-29,31,27,23,26,23,21,94,75,56,1010,1008,1006,31,13,10,34,18,,0.00,6,Rain-Thunderstorm,232<br />
2013-1-30,33,29,24,25,24,22,94,79,54,1011,1009,1007,31,12,8,29,11,,2.03,6,Rain-Thunderstorm,167<br />
2013-1-31,33,27,22,26,23,19,94,78,54,1011,1010,1008,31,13,1,64,13,64,18.03,4,Rain-Thunderstorm,221<br />
2013-2-1,33,27,21,27,24,22,100,78,48,1012,1010,1007,31,13,10,34,13,,1.02,3,Rain,262<br />
2013-2-2,32,28,24,25,23,20,94,74,51,1012,1010,1008,31,14,10,34,14,,0.00,5,Rain-Thunderstorm,272<br />
2013-2-3,33,29,24,26,23,19,94,75,52,1012,1010,1007,31,14,10,29,13,48,0.00,3,Rain-Thunderstorm,265<br />
2013-2-4,34,29,25,26,24,22,84,73,54,1012,1010,1007,31,14,1,29,13,,9.91,3,Rain-Thunderstorm,265<br />
2013-2-5,33,29,24,27,26,23,94,75,55,1011,1009,1007,31,14,10,24,10,,0.25,3,Rain,279<br />
2013-2-6,34,30,26,26,24,20,94,70,43,1011,1009,1007,31,13,9,35,14,53,0.00,3,Rain,279<br />
2013-2-7,34,29,25,25,23,21,94,69,38,1010,1008,1006,31,14,10,21,10,,0.00,5,,352<br />
2013-2-8,34,29,25,26,22,18,94,65,33,1012,1009,1007,31,14,10,32,13,,0.00,3,,359<br />
2013-2-9,33,28,23,25,23,19,94,74,39,1012,1009,1007,31,12,1,32,11,,34.04,3,Rain-Thunderstorm,54<br />
2013-2-10,33,28,23,25,23,19,94,71,34,1010,1008,1006,31,13,10,23,6,,0.00,3,,317<br />
2013-2-11,32,28,24,26,25,22,100,83,54,1010,1008,1006,31,12,0,42,13,63,44.96,2,Rain-Thunderstorm,178<br />
2013-2-12,29,26,21,26,24,22,100,88,59,1011,1008,1006,31,11,0,32,11,,73.91,6,Rain-Thunderstorm,198<br />
2013-2-13,32,27,22,26,24,23,100,83,55,1009,1007,1004,31,11,0,21,11,,9.91,5,Fog-Rain,123<br />
2013-2-14,32,29,26,26,25,23,100,83,54,1008,1006,1002,31,13,8,23,8,,4.06,5,Rain-Thunderstorm,77<br />
2013-2-15,33,28,22,27,24,21,100,79,49,1007,1005,1002,31,11,1,29,6,,9.91,6,Rain-Thunderstorm,51<br />
2013-2-16,33,29,25,26,24,22,100,77,50,1006,1004,1002,31,13,10,21,11,,0.25,5,,94<br />
2013-2-17,33,29,25,27,25,23,94,78,52,1007,1005,1002,31,12,3,21,8,,3.05,6,Rain,11<br />
2013-2-18,32,29,26,26,25,24,94,80,55,1006,1004,1001,31,13,10,21,10,,0.00,6,Thunderstorm,253<br />
2013-2-19,33,29,25,26,24,22,94,78,48,1006,1004,1002,31,14,10,19,10,,0.51,6,Rain,90<br />
2013-2-20,30,28,25,27,25,23,94,86,69,1006,1004,1002,31,12,6,24,14,,26.92,6,Rain,95<br />
2013-2-21,29,27,24,25,24,23,100,91,75,1007,1005,1003,31,10,1,29,19,,9.91,7,Rain,83<br />
2013-2-22,31,27,24,26,25,24,100,87,66,1008,1006,1004,31,12,3,34,13,,1.02,6,Rain,47<br />
2013-2-23,30,28,26,25,24,23,94,85,71,1008,1006,1005,31,13,4,29,13,,0.25,6,Rain,299<br />
2013-2-24,32,28,25,26,24,21,100,80,61,1009,1007,1005,31,13,10,29,10,55,0.51,6,Rain-Thunderstorm,309<br />
2013-2-25,33,29,25,27,25,24,100,79,57,1008,1006,1004,31,14,10,27,11,,0.00,6,,257<br />
2013-2-26,33,29,26,26,25,23,94,74,51,1007,1006,1004,31,14,10,29,14,,0.00,6,,278<br />
2013-2-27,32,29,26,26,25,24,100,79,57,1007,1006,1004,31,11,1,37,18,47,14.99,6,Rain-Thunderstorm,291<br />
2013-2-28,31,27,23,26,24,23,100,83,63,1009,1006,1005,31,11,1,29,14,,0.76,6,Rain-Thunderstorm,249<br />
2013-3-1,32,29,26,26,24,23,89,76,58,1009,1008,1006,31,13,5,47,19,55,0.51,6,Rain,281<br />
2013-3-2,31,28,26,26,25,24,94,84,66,1009,1007,1004,31,12,3,27,14,48,5.08,6,Rain,259<br />
2013-3-3,29,27,24,26,24,19,94,85,48,1007,1005,1002,31,10,1,37,21,53,4.06,6,Rain-Thunderstorm,265<br />
2013-3-4,29,27,24,26,24,23,94,87,70,1007,1005,1003,31,10,2,35,19,53,11.94,7,Rain-Thunderstorm,248<br />
2013-3-5,33,29,25,26,25,23,100,79,53,1008,1006,1005,31,12,10,32,16,,0.25,5,Rain,301<br />
2013-3-6,32,29,27,26,24,22,94,74,54,1009,1007,1006,31,12,6,34,19,,0.76,4,Rain,290<br />
2013-3-7,32,30,27,25,24,23,89,73,53,1009,1007,1005,31,13,10,35,19,48,0.00,5,Rain,291<br />
2013-3-8,32,29,26,26,25,23,94,79,62,1009,1007,1005,31,12,3,29,18,,1.02,5,Rain,299<br />
2013-3-9,32,29,27,26,25,24,94,80,62,1009,1006,1005,31,12,1,27,16,,12.95,5,Rain,280<br />
2013-3-10,33,29,25,27,26,22,100,86,66,1008,1006,1004,31,12,2,24,14,,16.00,6,Rain-Thunderstorm,247<br />
2013-3-11,32,29,25,26,25,23,94,83,63,1007,1005,1003,31,13,3,35,16,50,6.10,6,Rain,246<br />
2013-3-12,31,28,24,27,24,21,94,84,62,1008,1006,1004,31,11,1,29,16,50,32.00,5,Rain-Thunderstorm,230<br />
2013-3-13,33,28,24,26,24,17,94,77,52,1009,1007,1004,31,12,4,39,18,58,11.94,3,Rain-Thunderstorm,265<br />
2013-3-14,32,27,23,26,24,21,100,77,56,1010,1008,1005,31,12,2,35,19,48,0.00,5,Rain-Thunderstorm,280<br />
2013-3-15,33,28,24,26,24,21,100,75,52,1012,1010,1007,31,12,3,34,19,,7.87,3,Rain-Thunderstorm,283<br />
2013-3-16,34,29,24,25,24,22,95,78,44,1012,1010,1008,31,13,6,39,13,53,0.51,4,Rain-Thunderstorm,249<br />
2013-3-17,34,29,24,27,24,21,95,76,46,1011,1009,1006,31,14,10,27,11,,0.25,5,Thunderstorm,260<br />
2013-3-18,33,29,24,25,23,21,94,74,44,1010,1009,1007,31,14,10,21,8,,0.00,3,,324<br />
2013-3-19,33,29,24,26,23,21,100,75,41,1012,1010,1007,31,12,0,29,13,52,20.07,3,Rain-Thunderstorm,7<br />
2013-3-20,32,28,24,26,23,21,100,75,46,1012,1010,1007,31,14,10,19,8,,0.25,3,,326<br />
2013-3-21,33,29,26,26,24,21,94,73,47,1011,1009,1006,31,14,10,24,11,,0.00,3,Rain,266<br />
2013-3-22,33,29,25,26,24,22,100,76,48,1011,1009,1007,31,14,6,26,10,,1.02,3,Rain-Thunderstorm,256<br />
2013-3-23,32,28,25,26,24,23,94,83,62,1011,1009,1007,31,12,2,29,8,,13.97,3,Rain-Thunderstorm,316<br />
2013-3-24,31,27,23,26,24,22,100,88,60,1011,1008,1006,31,11,1,37,11,55,24.89,5,Rain-Thunderstorm,111<br />
2013-3-25,32,28,23,25,24,22,100,83,52,1010,1007,1005,31,13,3,26,13,,13.97,5,Rain,95<br />
2013-3-26,30,27,24,25,24,23,100,85,61,1008,1006,1003,31,12,5,23,14,,2.03,6,Rain,94<br />
2013-3-27,30,27,24,26,24,24,100,88,63,1007,1005,1003,31,10,1,24,11,,55.88,6,Rain,98<br />
2013-3-28,29,27,24,26,24,24,100,92,68,1006,1005,1003,31,10,3,16,8,,7.87,6,Rain,42<br />
2013-3-29,29,27,24,27,26,24,100,94,79,1006,1004,1003,31,10,1,27,10,,49.02,5,Rain-Thunderstorm,30<br />
2013-3-30,31,28,25,26,26,24,100,90,70,1006,1005,1003,31,9,1,32,14,39,2.03,6,Rain-Thunderstorm,291<br />
2013-3-31,31,28,26,27,26,24,100,84,63,1008,1006,1004,31,12,5,27,14,,4.06,6,Rain,283<br />
2013-4-1,32,28,24,26,25,23,100,84,57,1011,1008,1006,31,11,1,27,16,,82.04,5,Rain-Thunderstorm,7<br />
2013-4-2,29,27,23,25,24,23,100,88,68,1011,1010,1008,31,11,3,37,14,,1.02,6,Rain,66<br />
2013-4-3,33,28,24,25,23,20,94,74,38,1011,1009,1006,31,14,10,24,14,,0.00,6,,82<br />
2013-4-4,33,28,23,25,23,20,89,72,40,1011,1009,1006,31,13,10,27,18,,0.00,3,Rain,95<br />
2013-4-5,33,29,26,25,23,21,94,73,43,1011,1009,1007,31,14,10,32,16,,0.00,5,,78<br />
2013-4-6,32,29,26,26,24,20,89,73,45,1010,1008,1006,31,14,10,27,13,,0.00,5,Rain,105<br />
2013-4-7,33,29,26,25,23,18,94,69,35,1009,1008,1006,31,14,10,27,14,,0.00,3,,90<br />
2013-4-8,34,29,25,25,22,18,94,67,29,1010,1008,1007,31,24,10,32,14,,0.00,2,,86<br />
2013-4-9,34,30,26,25,22,17,94,65,28,1011,1009,1007,31,21,10,29,14,,0.00,6,,122<br />
2013-4-10,35,30,26,26,22,15,94,68,23,1010,1007,1005,31,16,10,21,10,,0.00,6,,215<br />
2013-4-11,34,29,24,23,17,10,83,51,15,1009,1008,1006,31,28,10,26,13,,0.00,6,,152<br />
2013-4-12,33,28,23,21,14,9,83,44,14,1011,1009,1007,31,17,10,21,13,,0.00,4,,144<br />
2013-4-13,34,27,19,21,14,7,88,48,13,1012,1010,1008,31,31,31,21,11,,0.00,,,206<br />
2013-4-14,33,28,22,22,19,14,94,59,25,1011,1009,1007,31,23,10,26,13,,0.00,2,,214<br />
2013-4-15,33,29,26,25,22,19,84,63,35,1009,1008,1005,31,20,10,19,13,,0.00,4,,265<br />
2013-4-16,34,30,26,25,23,21,89,70,43,1011,1008,1006,31,13,10,27,13,,0.00,2,Rain,262<br />
2013-4-17,35,30,25,25,23,14,95,70,30,1011,1009,1007,31,15,10,21,10,,0.00,1,,262<br />
2013-4-18,34,28,23,25,22,15,94,67,27,1011,1010,1007,31,14,6,39,13,,0.25,4,Rain,70<br />
2013-4-19,34,29,24,24,22,16,94,66,30,1012,1010,1008,31,15,10,23,13,,0.00,1,,90<br />
2013-4-20,35,29,24,25,23,18,94,72,28,1013,1010,1008,31,17,10,19,10,,0.00,2,,264<br />
2013-4-21,33,29,24,25,24,21,94,76,51,1013,1010,1008,31,15,10,19,10,,0.00,6,,295<br />
2013-4-22,33,29,24,26,24,22,95,76,46,1012,1010,1008,31,13,4,27,10,,2.03,3,Rain,266<br />
2013-4-23,33,29,25,26,25,23,96,77,53,1012,1011,1008,31,14,10,26,11,,0.00,2,Fog,299<br />
2013-4-24,34,30,26,25,22,16,94,69,26,1014,1012,1009,31,14,10,21,11,,0.00,2,,45<br />
2013-4-25,35,29,24,24,21,14,94,64,21,1014,1012,1010,31,16,10,27,14,,0.00,2,,91<br />
2013-4-26,33,28,23,24,17,10,94,54,15,1014,1012,1010,31,26,10,32,14,,0.00,1,,110<br />
2013-4-27,34,28,22,23,17,11,83,49,22,1013,1012,1010,31,20,10,32,16,,0.00,1,,84<br />
2013-4-28,33,28,23,24,22,15,100,71,33,1014,1012,1009,31,14,10,26,10,40,0.00,1,,85<br />
2013-4-29,33,28,24,24,22,16,94,71,38,1014,1012,1010,31,13,4,21,11,,0.00,3,Rain,86<br />
2013-4-30,33,28,23,23,18,9,94,58,17,1014,1011,1009,31,14,7,27,11,,0.00,1,,117<br />
2013-5-1,33,28,22,22,20,15,94,64,25,1012,1010,1008,31,17,10,24,11,,0.00,1,,68<br />
2013-5-2,35,29,24,24,22,17,89,64,29,1011,1009,1007,31,23,10,27,11,,0.00,3,,102<br />
2013-5-3,34,30,26,25,22,17,89,66,26,1012,1010,1008,31,27,10,29,14,47,0.00,6,,100<br />
2013-5-4,34,29,25,24,22,19,89,68,35,1013,1011,1009,31,18,10,34,19,,0.00,6,,81<br />
2013-5-5,34,29,24,24,22,18,84,64,31,1013,1011,1008,31,24,10,32,16,,0.00,4,,79<br />
2013-5-6,34,30,25,24,22,19,89,68,32,1011,1009,1007,31,15,10,27,14,,0.00,4,,84<br />
2013-5-7,33,28,23,23,20,16,94,64,26,1011,1009,1007,31,16,10,26,13,,0.00,2,,93<br />
2013-5-8,33,28,22,22,18,14,83,57,24,1012,1010,1008,31,27,10,32,14,,0.00,1,,76<br />
2013-5-9,33,29,24,23,21,16,89,67,25,1013,1011,1008,31,17,10,24,13,,0.00,2,,99<br />
2013-5-10,33,28,24,24,23,20,100,77,41,1013,1010,1008,31,15,8,24,11,,0.00,6,Fog,69<br />
2013-5-11,34,29,24,24,22,19,94,69,35,1012,1010,1008,31,14,10,29,14,,0.00,1,,67<br />
2013-5-12,34,29,24,24,22,17,94,68,29,1012,1011,1009,31,16,10,26,13,,0.00,1,,85<br />
2013-5-13,34,29,24,24,23,20,94,73,44,1013,1011,1008,31,14,10,19,10,,0.00,3,Rain,119<br />
2013-5-14,32,28,23,24,21,17,89,64,38,1011,1009,1007,31,15,10,27,14,,0.00,4,,95<br />
2013-5-15,32,28,24,24,22,20,94,68,42,1011,1009,1007,31,14,10,26,14,,0.25,5,Rain,68<br />
2013-5-16,33,29,25,24,23,22,89,74,46,1012,1010,1009,31,14,10,29,13,,0.00,6,,59<br />
2013-5-17,31,28,25,26,23,22,94,77,50,1013,1011,1009,31,14,3,24,13,,7.87,6,Rain,88<br />
2013-5-18,33,29,24,26,23,22,94,77,48,1013,1011,1009,31,13,8,37,14,,1.02,5,Rain,94<br />
2013-5-19,31,28,26,25,23,22,94,77,51,1013,1011,1009,31,14,8,32,14,,0.00,6,Rain,74<br />
2013-5-20,32,28,25,24,22,20,89,71,41,1013,1011,1009,31,14,10,34,18,,0.00,4,,66<br />
2013-5-21,33,28,24,24,22,16,94,71,36,1013,1011,1009,31,14,10,24,13,,0.00,6,,68<br />
2013-5-22,34,29,25,25,24,22,94,74,43,1012,1010,1008,31,14,10,26,14,,0.00,5,,53<br />
2013-5-23,32,28,24,25,23,22,100,80,47,1013,1011,1008,31,12,6,27,13,,4.06,6,Rain-Thunderstorm,124<br />
2013-5-24,29,26,22,23,18,10,100,64,26,1014,1012,1010,31,13,6,34,19,50,0.00,5,Rain,121<br />
2013-5-25,27,22,18,17,10,6,73,45,21,1015,1013,1011,31,30,26,35,21,48,0.00,,,122<br />
2013-5-26,29,23,18,20,14,10,83,56,27,1014,1013,1011,31,27,10,34,18,,0.00,3,,115<br />
2013-5-27,29,26,22,22,18,14,83,64,43,1013,1012,1010,31,25,10,26,16,,0.00,2,,92<br />
2013-5-28,31,27,22,22,19,18,89,66,38,1014,1012,1010,31,18,10,27,14,,0.00,6,,100<br />
2013-5-29,29,26,23,23,22,20,94,75,53,1013,1012,1010,31,15,10,34,14,,0.00,6,,70<br />
2013-5-30,31,26,21,22,18,12,94,64,23,1014,1011,1009,31,18,10,29,14,,0.00,6,,90<br />
