
NZDT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2004-1-1,21,18,15,16,14,13,88,84,73,1020,1019,1018,30,30,30,14,11,,0.00,2,,204<br />
2004-2-1,24,22,21,21,20,20,94,89,78,1011,1010,1009,25,10,3,35,32,53,0.00,6,Rain,25<br />
2004-2-2,23,20,18,20,19,18,100,90,78,1009,1006,1005,30,17,1,37,24,,0.00,6,Rain,338<br />
2004-2-3,25,21,18,19,18,16,100,80,57,1009,1008,1007,30,29,25,23,13,,0.00,6,,324<br />
2004-2-4,20,18,17,18,17,16,100,91,83,1007,1000,994,20,12,5,23,8,,0.00,7,Rain,163<br />
2004-2-5,22,20,18,18,17,15,94,83,73,1013,1005,998,30,20,8,40,26,,0.00,5,Rain,228<br />
2004-2-6,24,20,17,17,16,15,94,77,57,1019,1016,1013,30,26,20,23,13,,0.00,4,,213<br />
2004-2-7,22,19,16,15,14,13,88,73,60,1019,1018,1017,,,,24,14,,0.00,5,,218<br />
2004-2-8,22,19,16,17,14,13,88,77,64,1018,1017,1015,30,28,10,34,13,,0.00,4,,252<br />
2004-2-9,23,18,14,16,14,12,94,75,57,1021,1019,1018,30,30,30,14,8,,0.00,4,,241<br />
2004-2-10,26,21,17,20,17,16,100,80,57,1019,1017,1016,30,23,8,24,10,,0.00,5,Rain,319<br />
2004-2-11,26,23,20,19,17,16,88,75,54,1018,1016,1014,30,30,30,27,13,,0.00,5,Rain,313<br />
2004-2-12,23,20,18,19,18,15,94,86,78,1014,1012,1010,30,20,7,35,23,,0.00,6,Rain,274<br />
2004-2-13,22,19,16,15,13,11,82,69,56,1015,1013,1009,30,25,20,21,13,,0.00,4,,212<br />
2004-2-14,23,21,19,20,17,14,94,77,57,1008,1002,996,30,21,2,45,24,66,0.00,3,Rain,293<br />
2004-2-15,20,17,14,16,12,9,94,75,56,994,992,990,30,18,4,69,26,93,0.00,5,Rain,247<br />
