
MST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2012-1-1,2,-3,-8,-8,-11,-13,73,59,44,1040,1034,1026,16,16,16,27,13,37,0.00,3,,138<br />
2012-1-2,11,2,-7,-4,-8,-11,71,49,26,1038,1032,1022,16,16,16,32,16,35,0.00,2,,195<br />
2012-1-3,13,6,-3,-6,-8,-10,58,40,22,1029,1022,1018,16,16,16,35,15,45,0.00,4,,206<br />
2012-1-4,16,6,-5,-5,-8,-12,74,46,17,1029,1027,1022,16,16,16,32,18,40,0.00,3,,195<br />
2012-1-5,18,12,4,-4,-7,-9,41,30,18,1022,1015,1009,16,16,16,32,16,39,0.00,2,,215<br />
2012-1-6,9,2,-4,-4,-7,-8,81,55,29,1020,1015,1008,16,16,16,27,16,32,0.00,5,,108<br />
2012-1-7,3,-1,-5,-2,-5,-8,92,72,52,1022,1017,1013,16,11,2,26,13,29,2.03,7,Snow,306<br />
2012-1-8,3,-3,-8,-6,-9,-13,84,64,44,1025,1023,1020,16,16,16,24,12,29,0.00,1,,205<br />
2012-1-9,10,3,-4,-4,-7,-11,68,51,34,1027,1023,1019,16,16,16,24,16,27,0.00,2,,213<br />
2012-1-10,15,8,0,-3,-6,-14,64,41,18,1018,1012,1005,16,16,16,42,17,52,0.00,3,,224<br />
2012-1-11,7,-7,-21,-4,-11,-21,92,61,29,1027,1019,1006,16,7,0,40,19,50,2.54,7,Fog-Snow,27<br />
2012-1-12,4,-8,-21,-9,-15,-21,79,51,22,1026,1022,1018,16,16,16,26,14,27,0.00,3,,201<br />
2012-1-13,7,1,-6,-10,-13,-16,50,37,24,1020,1017,1016,16,16,16,42,23,53,0.00,4,,250<br />
2012-1-14,15,4,-7,-3,-10,-16,64,42,19,1021,1016,1010,16,16,16,47,19,52,0.00,3,,211<br />
2012-1-15,13,8,2,-8,-10,-14,37,27,16,1012,1006,1001,16,16,16,37,21,45,0.00,5,,213<br />
2012-1-16,6,-2,-10,-6,-9,-12,84,56,28,1020,1008,1001,16,11,1,40,11,45,0.76,6,Snow,55<br />
2012-1-17,-2,-9,-17,-12,-16,-20,88,62,35,1025,1022,1016,16,16,16,23,14,26,T,1,,148<br />
2012-1-18,9,-1,-11,-6,-10,-17,69,47,25,1018,1011,1006,16,16,16,48,15,61,0.00,4,,184<br />
2012-1-19,16,8,0,-2,-4,-7,64,47,29,1008,1003,998,16,16,16,56,18,64,0.00,5,,175<br />
2012-1-20,13,6,-1,-3,-6,-8,69,47,24,1014,1005,998,16,16,16,58,24,69,0.00,4,,271<br />
2012-1-21,19,9,-1,-2,-4,-7,70,45,19,1011,996,988,16,16,16,40,19,50,T,6,,211<br />
2012-1-22,8,2,-5,-1,-8,-17,74,46,18,1012,1002,986,16,15,3,63,21,82,T,4,Snow,310<br />
2012-1-23,10,3,-5,-7,-10,-15,69,45,21,1013,1009,1007,16,16,16,23,13,27,0.00,4,,162<br />
2012-1-24,2,-2,-6,-3,-6,-9,88,68,47,1026,1017,1007,16,12,1,26,14,32,1.27,6,Fog-Snow,346<br />
2012-1-25,17,5,-7,-5,-9,-13,84,48,12,1022,1017,1012,16,16,13,42,18,56,0.00,3,,243<br />
2012-1-26,14,6,-3,-4,-8,-14,75,45,14,1019,1012,1006,16,16,16,35,15,45,0.00,2,,225<br />
2012-1-27,7,-1,-9,-4,-8,-12,81,57,33,1030,1020,1005,16,13,1,40,20,52,T,6,Snow,16<br />
2012-1-28,8,-1,-9,-9,-16,-21,80,46,12,1029,1024,1020,16,16,16,42,19,52,0.00,4,,245<br />
2012-1-29,14,7,-1,-8,-11,-17,43,31,19,1023,1019,1013,16,16,16,34,20,40,0.00,6,,240<br />
2012-1-30,17,10,3,-9,-11,-14,40,27,14,1012,1009,1005,16,16,16,39,23,48,0.00,4,,255<br />
2012-1-31,11,4,-2,-8,-10,-12,58,39,20,1018,1014,1009,16,16,16,50,20,63,0.00,5,,167<br />
2012-2-1,11,3,-5,-8,-10,-12,63,42,20,1022,1019,1016,16,16,16,32,15,35,0.00,5,,152<br />
2012-2-2,6,2,-2,-2,-6,-11,92,61,30,1017,1015,1011,16,9,1,27,15,34,5.33,8,Fog-Snow,353<br />
2012-2-3,-1,-2,-4,-2,-4,-6,92,88,84,1030,1023,1017,2,1,0,40,30,47,13.21,8,Fog-Snow,350<br />
2012-2-4,0,-6,-12,-6,-8,-14,92,78,63,1034,1031,1027,16,12,1,35,13,39,0.25,7,Fog-Snow,307<br />
