
PST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2012-1-1,6,3,2,1,-1,-2,81,72,65,1028,1024,1018,32,29,24,16,11,,0.00,8,Rain,76<br />
2012-1-2,10,6,2,7,3,0,93,83,66,1019,1014,1011,32,28,19,27,10,39,0.00,8,Rain,97<br />
2012-1-3,9,8,7,7,6,4,93,87,71,1024,1022,1020,24,18,13,34,23,45,0.00,8,Rain,99<br />
2012-1-4,11,9,8,8,6,4,93,82,67,1020,1015,1012,24,22,16,37,26,50,0.00,7,Rain,135<br />
2012-1-5,8,6,4,4,3,1,87,76,66,1027,1023,1018,32,28,19,34,16,45,0.00,5,Rain,170<br />
2012-1-6,5,3,2,3,2,0,93,88,81,1028,1026,1025,24,19,10,16,8,,0.00,7,Rain,94<br />
2012-1-7,5,4,3,3,2,2,93,89,87,1031,1029,1028,24,16,8,21,13,,0.00,8,Rain,87<br />
2012-1-8,9,7,5,6,5,4,93,90,76,1029,1026,1022,24,16,6,21,14,,0.00,8,Rain,68<br />
2012-1-9,10,8,5,7,5,1,93,82,76,1024,1023,1022,32,29,24,53,18,72,0.00,7,,134<br />
2012-1-10,6,3,1,2,0,-1,87,77,65,1036,1032,1024,32,31,24,66,32,80,0.00,3,,313<br />
2012-1-11,4,1,-2,0,-2,-4,93,83,56,1036,1033,1031,32,32,32,14,5,,0.00,4,,66<br />
2012-1-12,5,1,-2,1,-1,-3,93,86,70,1031,1028,1026,32,32,32,13,6,,0.00,5,,125<br />
2012-1-13,4,0,-3,1,-1,-4,100,87,70,1028,1024,1018,32,25,5,24,6,,0.00,6,Fog-Rain-Snow,79<br />
2012-1-14,5,2,0,2,-1,-5,100,83,60,1017,1013,1010,32,19,5,39,18,50,0.00,6,Rain-Snow-Tornado,37<br />
2012-1-15,3,0,-3,-1,-3,-4,100,85,70,1019,1017,1014,32,25,3,21,8,,0.00,5,Snow,90<br />
2012-1-16,2,0,-2,-1,-3,-4,93,84,65,1019,1016,1012,32,25,24,19,10,,0.00,7,Snow,106<br />
2012-1-17,3,-1,-7,-2,-5,-9,86,70,60,1015,1011,1008,32,29,24,32,21,39,0.00,6,,268<br />
2012-1-18,-5,-6,-7,-8,-9,-12,86,79,68,1016,1011,1008,32,19,2,21,14,,0.00,7,Snow,108<br />
2012-1-19,-1,-4,-8,-7,-9,-12,80,74,60,1011,1007,1004,32,27,13,19,11,,0.00,7,Snow,98<br />
2012-1-20,6,0,-5,5,-1,-8,100,93,74,1009,998,983,19,10,2,32,13,34,0.00,8,Rain-Snow,101<br />
2012-1-21,8,6,4,5,2,0,100,79,66,1010,995,981,24,21,13,35,23,47,0.00,6,Rain,181<br />
2012-1-22,6,4,3,4,2,0,93,82,70,1011,1003,994,24,19,6,42,26,58,0.00,8,Rain,120<br />
2012-1-23,7,4,2,3,2,0,93,81,71,1015,1013,1007,24,22,16,27,19,45,0.00,7,Rain,135<br />
2012-1-24,10,7,3,8,3,0,93,85,70,1015,1007,1000,24,16,5,35,23,48,0.00,7,Rain,103<br />
2012-1-25,8,6,3,3,2,-2,93,75,53,1022,1018,1006,24,21,13,50,26,66,0.00,7,Rain,179<br />
2012-1-26,7,4,1,3,1,-3,93,78,65,1035,1024,1011,32,24,8,50,23,60,0.00,4,Rain,295<br />
2012-1-27,7,3,0,2,-1,-2,87,78,61,1036,1034,1033,24,24,24,16,10,,0.00,7,,114<br />
2012-1-28,6,3,1,2,0,-1,93,79,70,1033,1027,1017,24,20,6,27,16,32,0.00,8,Rain-Snow,79<br />
2012-1-29,8,7,5,7,6,3,100,91,81,1016,1011,1008,24,20,13,35,21,35,0.00,8,Rain,106<br />
2012-1-30,9,7,5,6,5,3,100,86,66,1017,1014,1008,32,20,0,19,10,,0.00,7,Fog-Rain,150<br />
2012-1-31,8,7,6,5,4,4,93,86,76,1017,1015,1012,24,19,13,26,18,34,0.00,8,Rain,119<br />
2012-2-1,7,4,2,5,3,1,93,85,76,1031,1020,1012,32,24,16,45,13,47,0.00,6,Rain,18<br />
