
BRST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2004-1-31,29,,29,22,22,22,66,66,66,1013,1013,1013,,,,6,6,,0.00,,,130<br />
2004-2-1,34,30,26,23,22,21,78,64,46,1015,1013,1010,10,10,10,23,11,,0.00,2,,62<br />
2004-2-2,33,30,27,24,22,21,74,64,52,1012,1011,1008,10,10,10,26,10,,0.00,2,,36<br />
2004-2-3,34,29,25,24,22,20,89,68,44,1012,1010,1009,10,10,10,34,10,,0.00,1,,146<br />
2004-2-4,32,28,24,23,22,21,89,72,52,1013,1011,1009,10,9,6,26,13,,0.00,1,,135<br />
2004-2-5,35,30,26,23,22,22,78,68,47,1011,1009,1007,10,10,10,26,11,,0.00,4,,78<br />
2004-2-6,28,26,24,25,23,22,94,87,70,1009,1007,1005,10,7,3,37,10,,0.00,7,Rain,166<br />
2004-2-7,26,23,21,22,21,19,94,83,74,1014,1011,1009,10,7,3,26,13,,0.00,8,Rain,287<br />
2004-2-8,28,24,22,21,20,19,94,75,58,1018,1015,1013,10,10,10,23,11,,0.00,3,,161<br />
2004-2-9,28,24,22,21,20,18,88,74,54,1018,1017,1016,10,9,4,26,11,,0.00,4,Rain,159<br />
2004-2-10,29,26,22,22,21,20,94,82,58,1017,1015,1014,10,9,5,29,10,,0.00,5,Rain,139<br />
2004-2-11,26,23,22,21,21,21,94,87,74,1018,1016,1014,10,7,3,16,6,,0.00,7,Rain,45<br />
2004-2-12,27,24,23,22,21,20,88,81,70,1019,1017,1016,10,10,10,23,10,,0.00,6,,132<br />
2004-2-13,29,26,23,23,22,21,89,78,62,1018,1016,1013,10,10,10,27,11,,0.00,3,,124<br />
2004-2-14,32,27,22,23,21,19,88,69,51,1015,1011,1007,10,10,10,19,10,,0.00,6,,70<br />
2004-2-15,31,27,24,23,23,22,89,79,58,1009,1007,1004,10,9,7,26,13,,0.00,6,Rain,356<br />
2004-2-16,29,27,24,24,23,22,94,84,66,1013,1010,1007,10,9,6,34,11,,0.00,6,Rain,161<br />
2004-2-17,28,26,24,23,22,21,94,82,70,1016,1014,1012,10,9,5,26,10,,0.00,5,,167<br />
2004-2-18,28,26,24,24,22,21,89,79,70,1015,1013,1010,10,10,10,27,10,,0.00,4,,146<br />
2004-2-19,31,27,24,24,23,21,100,81,62,1012,1010,1008,10,10,8,23,10,,0.00,6,Rain,113<br />
2004-2-20,29,27,24,24,23,22,94,83,70,1014,1012,1010,10,9,4,21,8,,0.00,7,Rain,163<br />
2004-2-21,27,26,24,24,23,22,94,87,74,1015,1013,1012,10,8,4,19,8,,0.00,7,Rain,167<br />
2004-2-22,29,27,24,24,23,22,94,82,66,1015,1013,1011,10,8,3,23,10,,0.00,5,Rain-Thunderstorm,151<br />
2004-2-23,30,27,24,24,23,22,94,84,66,1013,1012,1010,10,6,2,34,8,,0.00,7,Rain-Thunderstorm,157<br />
2004-2-24,25,24,22,23,22,21,94,90,78,1015,1013,1012,10,8,4,16,8,,0.00,8,Rain,343<br />
2004-2-25,26,23,22,21,21,20,94,84,74,1017,1015,1013,10,8,6,19,10,,0.00,8,Rain,190<br />
2004-2-26,24,22,21,22,22,21,100,94,88,1017,1016,1014,7,5,2,14,8,,0.00,8,Rain,175<br />
2004-2-27,28,24,22,23,22,21,100,86,70,1014,1011,1008,10,7,4,27,8,,0.00,5,,153<br />
2004-2-28,28,24,21,21,19,17,94,75,57,1009,1006,1003,10,10,5,34,11,,0.00,5,Rain-Thunderstorm,78<br />
2004-2-29,29,26,22,21,19,16,78,67,55,1012,1009,1007,10,10,10,24,10,,0.00,2,,125<br />
2004-3-1,28,26,23,23,21,20,83,77,66,1014,1012,1010,10,10,8,26,8,,0.00,3,,160<br />
2004-3-2,30,27,24,24,23,21,94,79,66,1013,1011,1008,10,8,5,26,10,,0.00,3,,104<br />
2004-3-3,34,29,24,23,22,19,83,69,46,1012,1009,1007,10,10,10,26,10,,0.00,3,,75<br />
2004-3-4,30,28,24,24,22,21,84,74,62,1018,1014,1011,10,10,6,26,11,,0.00,6,Rain,219<br />
2004-3-5,27,24,23,24,23,20,100,87,78,1019,1017,1016,10,6,1,14,8,,0.00,7,Rain-Thunderstorm,16<br />
2004-3-6,29,26,23,24,23,22,94,85,70,1018,1016,1015,10,8,4,14,3,,0.00,6,Rain,94<br />
2004-3-7,30,27,24,24,23,22,89,80,66,1018,1016,1015,10,10,10,16,6,,0.00,6,,128<br />
2004-3-8,32,28,25,24,22,22,83,73,59,1018,1016,1013,10,10,10,23,8,,0.00,3,,75<br />
2004-3-9,32,28,25,23,22,21,78,68,55,1018,1016,1014,10,10,10,19,6,,0.00,1,,78<br />
2004-3-10,32,28,25,24,23,21,83,73,55,1016,1015,1014,10,10,10,23,13,,0.00,6,,100<br />
2004-3-11,28,27,26,24,23,22,83,79,74,1015,1014,1013,10,10,7,27,11,,0.00,4,Rain,187<br />
2004-3-12,28,26,23,23,21,18,89,73,54,1016,1014,1013,10,10,10,23,8,,0.00,5,,146<br />
2004-3-13,29,27,24,21,20,19,78,69,58,1017,1016,1014,10,10,10,29,10,,0.00,5,,108<br />
