
BRT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2009-1-1,31,29,27,23,23,22,74,69,58,1014,1012,1010,10,10,10,26,16,,0.00,3,,89<br />
2009-1-2,32,29,26,24,23,22,83,72,59,1012,1011,1010,10,10,10,26,14,,0.00,2,,54<br />
2009-1-3,32,28,25,24,24,23,89,74,59,1012,1010,1009,10,10,10,34,18,,0.00,3,,32<br />
2009-1-4,32,29,27,25,24,23,84,73,59,1012,1010,1009,10,10,10,35,18,52,0.00,3,,48<br />
2009-1-5,32,30,28,25,24,24,79,74,62,1013,1011,1009,10,10,10,34,19,,0.00,3,,50<br />
2009-1-6,32,30,28,25,24,23,84,74,62,1012,1011,1009,10,10,6,23,18,,0.00,2,Rain,78<br />
2009-1-7,31,29,27,24,23,22,79,71,62,1012,1011,1010,10,10,10,24,14,,0.00,3,,88<br />
2009-1-8,31,29,27,23,22,22,74,68,58,1013,1012,1010,10,10,10,27,19,,0.00,3,,125<br />
2009-1-9,30,29,28,24,23,23,79,72,66,1015,1013,1011,10,10,10,23,14,,0.00,4,,119<br />
2009-1-10,31,29,27,23,23,22,74,68,58,1016,1014,1013,10,10,10,29,19,,0.00,2,,135<br />
2009-1-11,31,29,27,24,23,22,79,69,58,1015,1013,1011,10,10,10,26,19,,0.00,3,,148<br />
2009-1-12,31,29,27,23,22,21,79,68,58,1013,1012,1010,10,10,10,27,18,,0.00,2,,131<br />
2009-1-13,31,29,27,24,23,23,79,74,62,1013,1012,1011,10,10,10,27,16,,0.00,3,Rain,131<br />
2009-1-14,31,29,27,24,23,22,79,70,58,1013,1012,1011,10,10,10,26,16,,0.00,3,,141<br />
2009-1-15,31,29,26,25,24,22,89,75,66,1014,1012,1011,10,10,10,29,16,,0.00,5,Thunderstorm,125<br />
2009-1-16,28,26,24,26,25,23,100,95,89,1015,1013,1011,10,7,2,14,8,,0.00,5,Rain-Thunderstorm,240<br />
2009-1-17,31,29,28,25,24,24,84,78,70,1014,1012,1011,10,10,10,26,18,,0.00,5,,135<br />
2009-1-18,31,29,27,23,22,21,79,68,55,1015,1013,1012,10,10,10,29,21,,0.00,3,,139<br />
2009-1-19,31,28,25,24,23,22,83,73,58,1015,1012,1011,10,10,10,21,11,,0.00,3,,127<br />
2009-1-20,31,29,27,25,24,23,84,73,66,1014,1012,1010,10,10,10,29,16,,0.00,3,,92<br />
2009-1-21,31,28,26,25,24,24,89,76,66,1014,1012,1011,10,10,10,26,14,,0.00,4,,75<br />
2009-1-22,31,29,27,24,23,22,84,73,62,1015,1012,1010,10,10,10,23,13,,0.00,2,,81<br />
2009-1-23,31,28,25,24,24,23,94,74,62,1013,1012,1010,10,10,10,29,11,,0.00,3,,52<br />
2009-1-24,31,29,27,24,24,23,84,73,62,1012,1011,1009,10,10,10,26,13,,0.00,3,,57<br />
2009-1-25,31,28,26,24,23,23,83,71,62,1013,1011,1009,10,10,10,29,16,,0.00,3,,63<br />
2009-1-26,32,29,27,24,23,22,84,71,62,1014,1013,1011,10,10,10,23,16,,0.00,3,,81<br />
2009-1-27,31,28,26,25,24,23,89,73,66,1014,1013,1012,10,10,10,27,18,,0.00,4,,136<br />
2009-1-28,31,29,28,24,23,22,79,72,62,1013,1012,1011,10,10,10,27,19,,0.00,3,,145<br />
2009-1-29,30,28,25,26,24,24,94,85,74,1014,1012,1011,10,9,5,29,16,,0.00,3,Rain,131<br />
2009-1-30,28,26,24,25,24,24,100,92,84,1013,1012,1011,10,8,4,26,10,,0.00,4,Rain,300<br />
2009-1-31,30,27,24,25,24,23,100,83,66,1014,1012,1010,10,9,4,16,6,,0.00,4,Rain,157<br />
2009-2-1,31,29,28,25,24,23,79,74,66,1013,1011,1010,10,10,10,23,13,,0.00,3,,90<br />
2009-2-2,31,28,26,25,25,24,94,81,70,1013,1011,1010,10,10,10,21,11,,0.00,4,,88<br />
2009-2-3,29,28,27,26,25,24,89,83,74,1014,1012,1010,10,10,8,29,11,,0.00,5,Rain,98<br />
2009-2-4,31,29,28,26,24,22,79,75,66,1014,1013,1011,10,10,10,26,14,,0.00,3,,117<br />
2009-2-5,31,29,27,24,24,23,84,73,66,1014,1013,1011,10,10,10,23,14,,0.00,3,,92<br />
2009-2-6,31,28,26,25,24,23,89,76,66,1015,1013,1012,10,10,10,23,11,,0.00,2,,58<br />
2009-2-7,31,28,25,25,24,23,89,74,66,1015,1013,1012,10,10,10,23,14,,0.00,3,,58<br />
2009-2-8,31,29,27,24,24,23,84,72,62,1014,1012,1010,10,10,10,26,13,,0.00,2,,87<br />
2009-2-9,31,29,28,24,24,22,79,72,58,1013,1012,1010,10,10,10,29,14,,0.00,3,,107<br />
2009-2-10,31,29,28,25,24,24,79,73,66,1014,1012,1011,10,10,10,26,19,,0.00,2,,105<br />
2009-2-11,32,29,26,25,24,23,89,74,62,1013,1012,1011,10,10,10,24,18,,0.00,2,,122<br />
2009-2-12,30,28,25,26,24,23,94,81,70,1012,1010,1008,10,10,4,24,14,,0.00,4,Rain,84<br />
2009-2-13,32,28,25,25,24,24,94,79,66,1011,1010,1008,10,10,4,26,14,,0.00,4,Rain,52<br />
2009-2-14,31,29,27,25,24,23,84,73,66,1012,1010,1009,10,10,10,26,16,,0.00,3,,97<br />
2009-2-15,31,29,28,25,24,23,84,76,66,1011,1010,1009,10,10,10,29,18,,0.00,2,,120<br />
2009-2-16,31,29,28,24,23,23,79,71,62,1012,1010,1009,10,10,10,26,18,,0.00,4,,129<br />
2009-2-17,31,27,24,24,23,22,94,72,58,1012,1010,1009,10,10,10,21,13,,0.00,3,,152<br />
