
AST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-1-1,24,19,15,17,15,13,88,76,50,1018,1016,1014,10,9,6,11,10,,0.00,2,,315<br />
2000-1-2,24,20,16,17,16,14,100,80,53,1017,1016,1014,10,6,1,16,10,,0.00,1,Fog,324<br />
2000-1-3,24,20,17,17,16,13,94,77,50,1018,1016,1015,10,7,2,19,10,,0.00,0,,340<br />
2000-1-4,24,19,15,17,15,13,94,78,53,1018,1015,1006,10,8,6,13,5,,0.00,0,,160<br />
2000-1-5,23,19,15,17,16,13,94,78,57,1017,1015,1014,8,5,1,23,10,,0.00,2,,162<br />
2000-1-6,25,21,18,18,17,13,94,75,50,1017,1015,1014,8,8,8,26,14,,0.00,3,,131<br />
2000-1-7,24,21,18,19,18,16,94,83,65,1017,1015,1014,10,7,4,13,6,,0.00,4,Fog,38<br />
2000-1-8,24,21,19,18,16,14,88,76,61,1018,1016,1014,10,10,10,24,14,,0.00,6,,349<br />
2000-1-9,23,20,18,17,16,15,88,79,69,1016,1015,1013,10,10,10,24,14,,0.00,2,,349<br />
2000-1-10,20,18,16,16,12,7,88,68,49,1017,1016,1014,10,7,4,26,19,,0.00,6,,318<br />
2000-1-11,19,17,14,7,6,1,59,49,41,1019,1017,1016,10,10,10,29,19,,0.00,5,,299<br />
2000-1-12,21,17,14,9,8,7,67,58,40,1019,1017,1015,10,10,10,26,18,,0.00,1,,306<br />
2000-1-13,21,17,13,11,9,5,82,63,35,1021,1019,1018,10,10,10,27,14,,0.00,1,,323<br />
2000-1-14,22,18,14,11,10,8,82,63,41,1021,1019,1018,10,8,5,29,18,,0.00,1,,322<br />
2000-1-15,20,17,13,10,8,6,77,59,40,1021,1019,1017,,,,14,11,,0.00,,,334<br />
2000-1-16,21,17,14,16,13,9,82,72,56,1018,1014,1010,10,10,9,26,10,,0.00,2,,134<br />
2000-1-17,20,18,17,18,16,14,88,85,77,1014,1012,1010,10,8,6,26,21,,0.00,7,Rain,3<br />
2000-1-18,18,17,16,13,12,12,82,76,68,1019,1017,1014,10,9,8,24,18,,0.00,8,Rain,342<br />
2000-1-19,23,18,14,19,16,13,94,80,68,1018,1017,1015,10,8,5,16,8,,0.00,2,,266<br />
2000-1-20,21,18,16,15,13,12,88,73,56,1019,1016,1014,10,9,8,19,10,,0.00,0,,355<br />
2000-1-21,24,20,16,15,12,4,88,66,29,1017,1015,1013,10,8,7,19,8,,0.00,0,,280<br />
2000-1-22,33,24,15,11,9,7,72,56,23,1019,1018,1017,,,,29,18,,0.00,,,342<br />
2000-1-23,22,19,16,13,11,10,68,61,46,1020,1018,1017,8,8,8,26,18,,0.00,0,,348<br />
2000-1-24,22,19,15,11,8,2,72,54,28,1023,1021,1019,,,,32,23,37,0.00,,,337<br />
2000-1-25,20,16,13,10,8,6,72,61,49,1024,1022,1021,,,,21,11,,0.00,,,294<br />
2000-1-26,21,19,16,12,10,8,77,62,43,1020,1019,1018,,,,16,11,,0.00,,,135<br />
2000-1-27,22,17,13,17,14,10,94,76,46,1019,1016,1013,10,9,8,27,13,,0.00,0,,145<br />
2000-1-28,24,21,19,17,16,14,88,71,57,1014,1012,1010,6,3,2,35,27,,0.00,0,,135<br />
2000-1-29,24,20,16,15,12,8,73,60,44,1022,1017,1011,9,7,5,39,26,55,0.00,2,,298<br />
2000-1-30,19,17,14,8,6,4,67,50,40,1026,1024,1022,,,,37,24,,0.00,,,323<br />
2000-1-31,21,17,13,10,9,7,77,65,40,1025,1023,1021,,,,29,19,,0.00,,,313<br />
2000-2-1,22,17,13,12,9,2,88,64,28,1022,1019,1016,9,8,7,23,13,,0.00,2,,311<br />
2000-2-2,23,18,14,12,9,5,88,60,33,1018,1016,1014,,,,26,13,,0.00,,,316<br />
2000-2-3,21,17,14,9,6,3,67,49,31,1022,1020,1017,10,10,10,35,19,,0.00,1,,317<br />
2000-2-4,20,17,13,12,9,5,72,60,43,1023,1020,1018,8,8,8,23,18,,0.00,0,,337<br />
2000-2-5,22,18,14,11,9,7,77,61,40,1020,1018,1016,8,8,8,23,13,,0.00,0,,318<br />
2000-2-6,22,17,12,12,9,2,82,61,27,1021,1015,1013,9,9,9,16,11,,0.00,0,,256<br />
2000-2-7,23,19,15,15,7,0,88,50,25,1016,1013,1010,9,5,4,35,16,58,0.00,1,,302<br />
2000-2-8,18,16,13,7,1,-7,63,43,22,1019,1017,1015,7,4,1,23,16,,0.00,1,,309<br />
2000-2-9,18,14,11,7,3,1,63,48,32,1021,1019,1016,6,2,1,19,14,,0.00,0,,308<br />
2000-2-10,20,16,11,7,6,5,71,54,37,1023,1022,1020,9,8,6,29,16,,0.00,0,,309<br />
2000-2-11,21,17,13,12,9,7,77,65,40,1024,1021,1020,8,8,8,21,14,,0.00,1,,337<br />
2000-2-12,23,18,13,13,10,4,88,67,33,1021,1019,1017,9,8,7,16,6,,0.00,0,,334<br />
2000-2-13,21,17,13,16,13,10,94,78,64,1019,1017,1015,9,7,2,21,6,,0.00,1,Fog,132<br />
2000-2-14,25,19,14,18,14,10,100,79,41,1019,1016,1015,10,4,0,19,6,,0.00,2,Fog,97<br />
2000-2-15,22,19,16,14,12,9,82,68,46,1021,1019,1018,8,8,8,32,19,,0.00,0,,354<br />
2000-2-16,23,19,15,14,13,11,88,70,53,1020,1017,1015,9,7,6,14,8,,0.00,1,,53<br />
2000-2-17,27,21,16,16,13,8,94,67,32,1018,1016,1014,9,5,1,21,10,,0.00,0,,269<br />
2000-2-18,24,18,12,14,9,3,77,54,27,1021,1017,1016,3,3,3,37,23,45,0.00,,,325<br />
2000-2-19,24,20,16,11,8,4,68,49,27,1018,1017,1016,,,,26,19,,0.00,,,318<br />
2000-2-20,25,20,16,11,7,0,68,47,27,1017,1016,1015,,,,26,16,,0.00,,,329<br />
2000-2-21,24,19,15,12,8,2,77,55,27,1018,1016,1015,,,,34,18,45,0.00,,,321<br />
2000-2-22,22,17,12,14,10,8,82,65,43,1017,1016,1015,8,8,8,16,10,,0.00,0,,342<br />
2000-5-4,40,32,25,20,9,-2,49,26,7,1010,1008,1007,,,,19,10,,0.00,,,244<br />
2000-5-5,41,33,27,21,13,4,58,32,11,1009,1007,1006,,,,19,8,,0.00,,,179<br />
2000-5-6,36,32,28,20,18,9,55,43,19,1010,1008,1006,8,8,8,14,8,,0.00,0,,87<br />
2000-5-7,44,36,28,19,11,3,45,27,8,1009,1007,1005,9,9,8,21,8,,0.00,0,,294<br />
2000-5-8,41,34,29,22,16,10,51,35,15,1006,1005,1004,8,6,5,26,11,,0.00,0,,326<br />
2000-5-9,41,34,28,20,14,7,49,30,13,1007,1006,1004,9,6,4,23,11,,0.00,0,,324<br />
2000-5-10,37,32,28,19,13,8,51,35,19,1008,1007,1005,9,6,3,42,27,,0.00,0,,330<br />
2000-5-11,37,32,27,14,10,5,42,29,15,1009,1007,1006,9,6,4,40,26,52,0.00,0,,322<br />
2000-5-12,37,32,28,14,9,3,42,26,12,1008,1007,1005,8,7,6,37,26,37,0.00,0,,330<br />
2000-5-13,38,33,29,10,1,-10,29,14,5,1008,1006,1005,8,8,8,35,21,47,0.00,0,,316<br />
2000-5-14,42,36,29,12,3,-7,26,16,4,1007,1005,1004,,,,26,14,,0.00,,,320<br />
2000-5-15,40,35,30,9,3,-3,27,14,7,1006,1005,1004,,,,37,16,,0.00,,,319<br />
2000-5-16,41,36,31,8,3,-2,19,14,7,1005,1004,1003,,,,27,14,,0.00,,,316<br />
2000-5-17,40,35,30,10,6,0,29,17,10,1004,1003,1001,,,,27,13,,0.00,,,310<br />
2000-5-18,41,36,30,17,9,2,43,21,10,1003,1002,1001,,,,29,13,,0.00,,,343<br />
2000-5-19,41,36,31,12,7,0,31,17,10,1003,1002,1001,,,,29,19,,0.00,,,339<br />
2000-5-20,41,36,32,12,8,1,24,18,12,1004,1002,1001,9,9,9,34,18,,0.00,0,,338<br />
2000-5-21,43,37,31,16,11,2,40,22,8,1004,1003,1002,9,7,6,35,23,37,0.00,0,,341<br />
2000-5-22,42,37,32,14,11,7,33,21,13,1005,1004,1002,9,8,7,40,27,42,0.00,0,,334<br />
2000-5-23,39,34,31,16,9,1,38,21,10,1005,1004,1002,9,7,6,48,31,,0.00,0,,334<br />
2000-5-24,43,37,31,19,4,-5,46,16,5,1004,1003,1001,,,,37,23,,0.00,,,322<br />
2000-5-25,40,34,28,27,13,0,94,38,9,1003,1001,1000,9,8,8,23,13,,0.00,0,,19<br />
2000-5-26,36,31,26,26,23,10,94,66,24,1003,1001,1000,9,4,1,13,6,,0.00,1,Fog,20<br />
2000-5-27,41,34,29,19,12,3,55,29,11,1002,1001,1000,8,6,3,45,18,,0.00,0,,319<br />
2000-5-28,44,37,31,16,10,4,36,21,9,1002,1000,999,,,,45,21,,0.00,,,318<br />
2000-5-29,38,34,31,21,13,6,43,27,16,1003,1001,998,8,7,7,48,29,47,0.00,0,,336<br />
2000-5-30,38,33,29,19,15,9,45,34,18,1002,1001,1000,,,,32,19,,0.00,,,336<br />
2000-5-31,36,31,27,27,21,15,94,60,30,1003,1001,1000,9,7,1,14,6,,0.00,0,,13<br />
2000-6-1,28,27,25,27,26,25,100,96,94,1001,1001,1001,1,0,0,6,5,,0.00,3,Fog,213<br />
2000-6-10,36,34,33,17,12,9,38,26,21,1002,1002,1001,5,4,2,11,8,,0.00,0,,264<br />
2000-6-11,41,36,31,23,14,8,59,30,14,1002,1001,1000,7,5,4,21,11,,0.00,0,,309<br />
2000-6-12,42,36,29,25,16,5,70,37,11,1003,1002,1000,6,4,3,14,8,,0.00,0,,299<br />
2000-6-13,40,34,29,20,13,6,46,28,13,1003,1001,1000,9,5,2,23,10,,0.00,0,,333<br />
2000-6-14,42,34,27,23,10,-6,59,28,5,1002,1001,1000,9,6,5,21,10,,0.00,0,,206<br />
2000-6-15,40,34,29,25,18,1,74,48,9,1003,1002,1000,8,5,3,23,10,,0.00,0,,133<br />
2000-6-16,39,33,28,26,21,4,84,55,12,1004,1003,1002,8,6,4,19,6,,0.00,0,,75<br />
2000-6-17,41,33,27,22,17,-1,70,42,7,1004,1003,1002,8,7,6,26,8,,0.00,0,,358<br />
2000-6-18,43,36,28,24,15,2,62,37,8,1003,1001,1000,,,,19,10,,0.00,,,263<br />
2000-6-19,43,36,28,24,15,5,59,34,10,1001,1000,999,,,,19,8,,0.00,,,329<br />
2000-6-20,45,38,30,17,10,0,38,21,7,1001,999,998,8,6,5,27,14,,0.00,0,,315<br />
2000-6-21,42,37,32,19,14,3,46,28,12,1002,1000,999,8,6,4,29,21,,0.00,0,,333<br />
2000-6-22,40,35,30,24,20,16,56,44,24,1001,999,997,9,8,6,26,14,,0.00,0,,338<br />
2000-6-23,38,32,27,26,22,18,79,55,32,999,998,997,9,4,1,29,13,,0.00,0,,3<br />
2000-6-24,37,31,25,25,19,16,84,57,30,999,998,997,5,3,3,14,6,,0.00,0,,250<br />
2000-6-25,42,34,28,19,12,-1,58,29,7,999,998,997,9,4,1,37,13,47,0.00,0,,313<br />
2000-6-26,43,36,29,14,7,-4,37,20,6,1001,998,997,9,8,6,29,13,47,0.00,0,,293<br />
2000-6-27,42,36,31,14,10,-1,35,22,7,1000,998,997,9,8,6,34,13,,0.00,0,,325<br />
2000-6-28,40,34,28,24,15,6,66,36,15,1000,999,997,9,9,8,21,10,,0.00,0,,357<br />
2000-6-29,41,34,28,27,20,12,79,50,18,1001,999,998,,,,19,8,,0.00,,,11<br />
2000-6-30,41,34,29,27,18,6,84,43,13,1000,998,996,9,9,9,13,5,,0.00,1,,171<br />
2000-7-1,45,38,32,28,16,1,79,39,10,996,995,993,9,8,7,26,11,,0.00,2,,337<br />
2000-7-2,37,33,31,28,27,25,79,66,50,997,996,995,8,5,3,21,14,,0.00,0,,72<br />
2000-7-3,38,34,31,29,27,25,84,66,50,999,997,996,7,5,3,16,11,,0.00,0,,69<br />
2000-7-4,38,34,31,29,27,24,89,65,50,999,997,996,9,6,4,21,10,,0.00,0,,113<br />
2000-7-5,39,34,31,29,27,20,84,66,37,1000,998,997,9,6,5,23,8,,0.00,2,,91<br />
2000-7-6,39,34,30,28,24,16,75,58,27,999,998,996,8,7,6,16,5,,0.00,2,,148<br />
2000-7-7,42,36,29,29,21,9,75,50,14,998,996,996,8,7,5,19,6,,0.00,0,,143<br />
2000-7-8,46,38,30,29,24,10,94,57,12,997,995,994,8,5,0,19,6,,0.00,0,Fog,218<br />
2000-7-9,49,41,33,26,18,5,63,33,7,994,993,992,9,8,6,26,11,,0.00,1,,230<br />
2000-7-10,40,35,30,30,22,12,79,46,19,993,992,991,9,9,9,16,8,,0.00,0,,55<br />
2000-7-11,42,36,31,29,22,9,75,45,14,994,993,992,9,8,7,23,10,,0.00,0,,346<br />
2000-7-12,46,40,35,19,15,9,39,25,13,994,993,993,8,6,5,35,19,,0.00,0,,331<br />
2000-7-13,46,40,33,28,16,5,75,32,8,996,994,993,8,6,5,23,10,,0.00,0,,305<br />
2000-7-14,42,36,31,30,24,9,84,56,14,996,995,994,8,6,5,16,10,,0.00,1,,166<br />
2000-7-15,44,37,31,30,26,9,84,62,12,997,995,995,7,6,5,19,8,,0.00,0,,195<br />
2000-7-16,45,38,31,29,23,10,84,52,14,997,995,994,7,6,4,19,8,,0.00,0,,166<br />
2000-7-17,46,39,32,31,22,9,80,46,12,997,995,993,8,6,5,16,10,,0.00,2,,298<br />
2000-7-18,42,38,33,28,23,14,75,49,22,995,994,993,6,4,3,42,19,52,0.00,3,,347<br />
2000-7-19,39,36,33,29,26,22,75,59,37,995,994,993,8,4,1,24,13,,0.00,2,,30<br />
2000-7-20,39,36,33,31,28,24,84,63,44,998,997,995,9,8,7,24,18,,0.00,0,,59<br />
2000-7-21,41,36,32,31,27,20,89,62,30,1000,999,997,9,7,6,21,10,,0.00,0,,97<br />
2000-7-22,43,38,33,30,25,13,84,55,17,1001,999,998,10,10,10,21,10,,0.00,1,,115<br />
2000-7-23,41,37,33,30,27,23,79,61,40,1001,999,998,9,8,7,23,11,,0.00,1,,113<br />
2000-7-24,46,39,32,29,22,7,79,50,10,1000,998,997,10,10,10,26,13,,0.00,0,,157<br />
2000-7-25,45,38,32,30,24,10,84,52,13,1002,1000,998,,,,16,10,,0.00,,,126<br />
2000-7-26,47,39,32,27,20,6,63,41,9,1007,1001,999,,,,21,10,,0.00,,,167<br />
2000-7-27,45,38,32,29,24,8,79,53,12,1000,999,997,10,10,10,21,10,,0.00,1,,121<br />
2000-7-28,44,37,31,30,25,11,84,59,15,1000,999,998,9,9,9,23,8,,0.00,0,,110<br />
2000-7-29,42,36,31,30,26,16,89,60,22,1001,1000,999,9,8,8,21,6,,0.00,0,,65<br />
2000-7-30,41,36,31,29,26,18,84,58,27,1003,1001,999,9,7,4,14,8,,0.00,0,,70<br />
2000-7-31,43,37,32,30,27,23,89,63,34,1001,999,998,8,7,5,16,6,,0.00,0,,57<br />
2000-8-1,45,38,32,29,24,14,79,50,16,999,997,995,9,7,6,19,6,,0.00,0,,138<br />
2000-8-2,44,38,32,30,27,17,84,63,21,998,996,995,8,7,5,24,8,,0.00,0,,117<br />
2000-8-3,44,38,33,30,25,11,75,53,14,999,997,995,10,9,7,23,11,,0.00,0,,121<br />
