
MST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2006-1-1,-2,-3,-4,-3,-3,-4,100,98,93,1002,1000,998,19,9,2,16,8,,0.00,8,Snow,166<br />
2006-1-2,-4,-9,-14,-4,-8,-16,100,97,85,1006,1001,999,19,5,0,16,8,,0.00,6,Fog,192<br />
2006-1-3,0,-7,-14,-2,-9,-16,100,91,80,1015,1011,1007,24,24,19,8,5,,0.00,5,,193<br />
2006-1-4,2,-7,-14,-4,-10,-15,100,84,60,1029,1023,1015,24,24,24,16,6,,0.00,3,,210<br />
2006-1-5,8,-1,-9,-3,-6,-11,86,64,49,1028,1018,1012,24,24,24,35,14,32,0.00,6,Rain,190<br />
2006-1-6,6,1,-6,-5,-7,-8,86,62,36,1015,1012,1006,24,24,24,19,11,,0.00,5,,173<br />
2006-1-7,-1,-6,-10,-1,-6,-11,100,93,86,1011,1009,1006,24,13,0,11,6,,0.00,5,Fog-Snow,283<br />
2006-1-8,0,-7,-14,-2,-9,-15,100,91,80,1016,1014,1010,24,19,8,21,8,,0.00,2,,180<br />
2006-1-9,3,-3,-8,-3,-7,-10,93,78,56,1010,1006,1003,24,24,19,29,11,39,0.00,6,,193<br />
2006-1-10,-1,-6,-9,-4,-7,-10,93,84,69,1007,1002,998,24,17,3,16,10,,0.00,8,Snow,114<br />
2006-1-11,-2,-8,-13,-3,-6,-13,100,93,86,1006,1000,998,16,7,0,13,6,,0.00,7,Fog-Snow,200<br />
2006-1-12,-2,-8,-14,-6,-11,-16,100,89,69,1016,1013,1006,24,23,13,11,8,,0.00,3,,226<br />
