
PST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,6,3,2,5,4,2,100,99,92,1029,1026,1025,16,5,0,13,5,,0.00,5,Fog,346<br />
2001-1-2,10,6,2,4,3,2,100,87,59,1028,1027,1026,16,15,8,11,3,,0.00,1,Fog,317<br />
2001-1-3,5,2,-1,4,2,-2,100,96,82,1028,1027,1026,16,10,0,8,3,,3.05,5,Fog-Rain,281<br />
2001-1-4,12,7,3,9,5,3,100,95,55,1026,1023,1017,16,7,0,16,2,,0.00,8,Fog,125<br />
2001-1-5,13,7,-1,9,6,-1,100,86,59,1026,1024,1017,16,16,14,21,8,,1.02,3,Rain,249<br />
2001-1-6,11,4,-3,4,-1,-3,100,84,50,1025,1021,1015,16,10,0,23,3,32,0.00,2,Fog,93<br />
2001-1-7,9,8,7,1,-1,-2,63,53,46,1014,1009,1005,16,16,16,24,18,34,0.25,3,Rain,94<br />
2001-1-8,7,4,3,6,3,1,100,94,68,1016,1012,1005,16,8,0,10,5,,2.29,7,Fog-Rain,121<br />
2001-1-9,6,2,-1,6,3,-1,100,98,87,1015,1008,1001,16,6,0,19,3,,6.35,7,Fog-Rain,119<br />
2001-1-10,9,6,2,6,3,1,100,81,61,1010,1006,1001,16,15,2,29,10,37,0.25,4,Fog-Rain,78<br />
2001-1-11,11,7,3,4,3,1,96,81,61,1013,1008,1002,16,16,16,11,5,,0.00,5,Rain,310<br />
2001-1-12,9,6,3,6,5,3,100,95,80,1018,1017,1013,16,13,3,10,2,,5.59,8,Fog-Rain,152<br />
2001-1-13,7,5,2,6,4,2,100,95,85,1023,1019,1017,16,14,3,26,10,,7.62,8,Fog-Rain,193<br />
2001-1-14,7,4,1,5,3,1,100,97,81,1031,1029,1023,16,9,0,14,3,,4.32,7,Fog-Rain,332<br />
2001-1-15,7,2,-3,3,1,-4,100,96,73,1032,1031,1030,16,8,0,11,5,,0.25,5,Fog,330<br />
2001-1-16,7,1,-5,-1,-3,-6,100,86,55,1031,1030,1028,16,15,5,13,5,,0.00,0,Fog,342<br />
2001-1-17,4,-1,-5,2,-1,-6,96,89,73,1032,1031,1029,16,14,6,10,3,,0.00,5,Fog,305<br />
2001-1-18,7,4,2,5,3,1,100,92,73,1029,1026,1024,16,12,4,8,2,,1.52,6,Fog-Rain,334<br />
2001-1-19,11,6,2,7,4,2,100,93,71,1025,1024,1022,16,10,3,16,3,,0.00,5,Rain,155<br />
2001-1-20,7,3,0,4,2,-1,100,89,60,1022,1020,1019,16,16,13,13,2,,0.76,4,Rain,250<br />
2001-1-21,8,6,3,8,6,2,100,99,93,1024,1021,1019,16,5,2,11,3,,6.10,8,Rain,360<br />
2001-1-22,10,6,1,6,3,1,100,88,61,1023,1021,1016,16,8,0,26,5,37,0.25,4,Fog,64<br />
2001-1-23,8,7,5,3,1,1,86,70,59,1016,1013,1012,16,16,16,32,23,47,1.27,4,Rain,88<br />
2001-1-24,6,5,4,5,4,3,100,96,92,1018,1017,1014,16,12,6,11,3,,3.81,8,Rain,47<br />
2001-1-25,8,4,1,4,2,0,100,85,65,1017,1014,1012,16,14,1,19,5,,0.00,6,Fog-Rain,82<br />
2001-1-26,10,4,-2,2,0,-2,96,67,54,1024,1020,1016,16,16,16,26,13,32,0.00,0,,73<br />
2001-1-27,10,3,-4,2,-1,-5,100,82,52,1025,1023,1020,16,16,16,11,5,,0.00,0,,358<br />
2001-1-28,6,-1,-6,3,-1,-6,100,88,70,1020,1015,1009,16,15,8,14,3,,1.02,3,Fog-Rain,248<br />
2001-1-29,9,5,1,6,3,1,100,89,66,1032,1023,1008,16,15,6,35,16,48,3.30,6,Rain,234<br />
2001-1-30,7,4,1,6,4,1,100,92,76,1032,1031,1030,16,15,11,21,6,,0.25,8,Rain,189<br />
2001-1-31,9,4,0,6,2,0,100,98,74,1032,1030,1026,16,6,0,10,2,,0.00,5,Fog,327<br />
2001-2-1,11,4,-1,6,3,-1,100,92,66,1026,1024,1020,16,7,0,14,3,29,1.52,6,Fog-Rain,131<br />
2001-2-2,10,6,1,7,5,1,100,90,68,1030,1026,1020,16,15,3,21,8,,2.29,5,Fog-Rain,204<br />
2001-2-3,8,4,0,7,4,0,100,99,86,1032,1029,1026,16,5,0,10,2,,7.87,7,Fog-Rain,35<br />
