
IST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2014-1-1,18,12,6,11,8,5,88,75,49,1022,1020,1019,10,9,6,11,5,,0.00,1,,311<br />
2014-1-2,19,13,7,10,8,5,88,71,36,1022,1021,1019,10,10,10,19,6,,0.00,1,,242<br />
2014-1-3,19,13,7,11,8,5,88,72,33,1022,1020,1018,10,8,6,16,5,,0.00,0,,296<br />
2014-1-4,20,13,7,8,6,5,87,62,28,1020,1018,1016,10,7,6,14,5,,0.00,0,,61<br />
2014-1-5,18,13,9,6,6,5,76,58,30,1021,1019,1017,10,10,10,14,8,,0.00,1,,58<br />
2014-1-6,19,12,6,8,6,4,87,66,32,1023,1021,1020,10,10,10,19,6,,0.00,1,,6<br />
2014-1-7,21,13,6,8,2,-3,87,54,12,1021,1019,1017,10,9,9,24,8,,0.00,0,,83<br />
2014-1-8,20,14,8,1,-2,-3,54,34,12,1018,1016,1014,10,10,10,32,11,,0.00,,,102<br />
2014-1-9,19,13,7,7,3,1,71,51,26,1016,1015,1014,10,10,10,13,5,,0.00,1,,12<br />
2014-1-10,17,14,11,11,8,4,88,71,52,1021,1018,1016,10,10,8,13,6,,0.00,2,Rain,180<br />
2014-1-11,18,14,11,11,9,7,94,73,39,1026,1023,1020,10,10,10,19,8,,0.00,4,Rain,185<br />
2014-1-12,18,14,10,11,9,8,82,69,49,1027,1025,1023,10,10,10,19,8,,0.00,5,Rain,180<br />
2014-1-13,21,17,12,13,11,7,94,68,44,1024,1021,1018,10,10,10,16,8,,0.00,2,,347<br />
2014-1-14,20,16,11,13,10,8,88,73,41,1018,1017,1015,10,9,9,13,6,,0.00,1,,99<br />
2014-1-15,21,14,8,12,9,6,88,73,43,1022,1020,1018,10,8,5,16,6,,0.00,0,,306<br />
2014-1-16,23,16,9,7,6,4,82,47,22,1019,1017,1015,10,10,10,26,10,,0.00,1,,118<br />
2014-1-17,20,14,9,12,9,5,88,69,50,1022,1018,1015,10,10,9,21,6,,0.00,2,,225<br />
2014-1-18,20,14,8,11,9,7,94,73,46,1026,1023,1022,10,8,5,16,6,,0.00,2,,336<br />
2014-1-19,21,14,8,12,9,6,88,72,45,1026,1024,1022,14,9,8,16,6,,0.00,0,,356<br />
2014-1-20,22,14,7,10,7,5,88,67,33,1023,1021,1020,10,9,9,16,5,,0.00,,,298<br />
2014-1-21,24,16,7,11,7,3,82,62,18,1021,1019,1017,10,10,10,13,5,,0.00,,,311<br />
2014-1-22,22,14,7,13,8,3,88,70,40,1019,1017,1016,10,8,5,14,5,,0.00,3,,285<br />
2014-1-23,20,16,12,12,11,9,94,73,42,1021,1020,1018,10,8,3,16,6,,0.00,4,,243<br />
2014-1-24,22,16,9,11,9,7,93,70,28,1022,1020,1017,10,10,10,21,6,,0.00,3,,354<br />
2014-1-25,22,14,7,10,7,5,87,60,26,1017,1015,1011,10,10,10,21,5,,0.00,,,339<br />
2014-1-26,27,19,11,12,7,2,77,49,14,1011,1007,1002,10,10,8,34,10,61,0.00,4,,159<br />
2014-1-27,19,16,12,13,9,4,88,65,27,1009,1007,1005,10,10,10,14,8,,0.00,2,,191<br />
2014-1-28,18,14,11,10,8,3,82,62,35,1017,1011,1006,10,9,5,27,18,42,0.51,4,Rain,198<br />
2014-1-29,21,14,8,8,7,5,87,60,28,1020,1018,1016,10,10,10,13,6,,0.00,,,232<br />
2014-1-30,21,14,7,12,8,2,82,65,27,1023,1021,1020,10,10,10,16,6,,0.00,1,,3<br />
2014-1-31,23,14,7,10,7,4,87,63,30,1022,1020,1018,10,10,10,16,5,,0.00,,,342<br />
2014-2-1,23,16,7,10,8,4,82,62,26,1019,1016,1013,10,10,10,74,6,,0.00,,,358<br />
2014-2-2,19,17,14,5,2,0,45,33,20,1012,1010,1006,10,10,10,27,14,,0.00,8,Rain,86<br />
2014-2-3,19,14,11,8,5,3,67,52,36,1016,1011,1006,10,10,10,23,11,,0.00,2,,276<br />
2014-2-4,14,11,8,7,4,-1,76,57,38,1020,1018,1015,10,10,10,16,6,,0.00,3,Rain,18<br />
2014-2-5,16,11,5,1,-1,-3,66,45,18,1022,1020,1018,10,10,10,23,8,,0.00,,,31<br />
2014-2-6,16,10,4,4,1,-3,66,49,26,1019,1017,1015,10,10,10,19,6,,0.00,3,,212<br />
2014-2-7,18,12,5,5,2,1,76,53,26,1021,1019,1017,10,10,10,21,8,,0.00,1,,24<br />
2014-2-8,20,12,4,4,2,-1,71,50,16,1023,1021,1020,10,10,10,23,6,,0.00,,,360<br />
2014-2-9,22,13,4,6,1,-2,70,46,14,1024,1022,1020,10,10,10,19,6,,0.00,,,305<br />
2014-2-10,19,12,4,8,3,-1,71,52,26,1023,1021,1020,10,10,10,23,6,,0.00,,,322<br />
2014-2-11,19,13,7,11,8,3,82,67,40,1023,1021,1019,10,10,10,19,6,,0.00,2,,344<br />
2014-2-12,26,16,7,7,3,1,87,46,13,1020,1016,1014,10,10,10,37,10,,0.00,,,103<br />
2014-2-13,27,20,12,8,3,0,62,32,10,1014,1013,1012,10,10,10,23,8,,0.00,,,89<br />
2014-2-14,19,14,10,13,9,3,82,65,39,1014,1013,1012,10,10,8,19,8,,0.00,4,,255<br />
2014-2-15,19,14,10,11,8,5,88,71,31,1013,1012,1009,10,10,6,26,13,,5.08,3,Rain-Hail-Thunderstorm,174<br />
2014-2-16,18,14,12,11,9,8,82,70,48,1020,1015,1011,10,10,10,27,8,,0.00,3,Rain,335<br />
2014-2-17,19,13,8,11,9,7,88,71,45,1027,1023,1020,10,10,10,21,8,,0.00,2,,267<br />
2014-2-18,21,14,9,11,9,7,88,70,40,1028,1026,1025,10,10,10,24,8,,0.00,2,,356<br />
2014-2-19,22,14,7,12,8,5,87,66,34,1026,1024,1023,10,10,10,21,6,,0.00,,,312<br />
2014-2-20,25,16,7,12,7,4,87,59,24,1023,1021,1019,10,10,10,19,5,,0.00,,,301<br />
2014-2-21,27,17,6,10,6,2,76,49,17,1019,1016,1013,10,10,10,13,5,,0.00,,,334<br />
2014-2-22,29,21,13,15,8,2,88,53,11,1014,1012,1009,10,9,5,32,10,,0.00,3,,208<br />
2014-2-23,21,17,13,14,13,12,88,77,50,1016,1015,1014,10,9,6,19,11,,0.00,3,,209<br />
2014-2-24,20,16,11,14,12,9,88,79,60,1016,1014,1013,10,8,4,21,6,,0.00,4,Rain,206<br />
2014-2-25,19,16,12,14,11,9,94,76,51,1020,1017,1014,10,10,8,26,13,,0.00,2,Rain,203<br />
2014-2-26,19,16,11,11,9,7,82,66,39,1022,1020,1019,10,10,10,23,11,,0.00,2,Rain,234<br />
2014-2-27,19,14,11,10,8,7,82,63,40,1022,1020,1019,10,10,10,24,10,,0.00,3,Rain,227<br />
