
NZDT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2006-1-1,20,18,15,14,13,11,88,75,56,1009,1008,1006,,,,23,13,,0.00,5,,204<br />
2006-1-2,25,21,17,18,13,2,88,66,27,1005,993,988,30,21,5,72,39,119,0.00,4,Rain,335<br />
2006-1-3,21,18,16,14,9,3,82,56,39,998,995,988,30,19,6,64,35,109,0.00,2,Rain,336<br />
2006-1-4,21,17,14,15,12,8,88,70,46,997,989,984,30,23,8,58,37,97,0.00,3,Rain,314<br />
2006-1-5,19,16,12,10,6,4,88,53,40,1002,1000,997,30,30,30,35,19,42,0.00,3,Rain,333<br />
2006-1-6,19,16,13,11,7,2,72,55,45,1015,1008,1001,30,30,30,26,16,,0.00,2,Rain,330<br />
2006-1-7,22,18,15,12,9,5,77,56,43,1017,1015,1014,30,30,30,39,27,53,0.00,3,,359<br />
2006-1-8,22,19,16,13,12,9,77,66,46,1017,1016,1014,30,28,20,50,37,71,0.00,4,,10<br />
2006-1-9,21,18,16,14,13,11,77,68,60,1024,1021,1017,20,20,20,37,23,,0.00,4,,128<br />
2006-1-10,23,19,16,14,13,11,88,74,53,1025,1023,1021,30,26,20,29,11,,0.00,4,,198<br />
2006-1-11,22,19,16,15,13,10,82,73,60,1022,1018,1015,30,28,25,60,37,89,0.00,3,,2<br />
2006-1-12,19,17,14,15,13,10,94,81,77,1021,1017,1013,30,19,3,42,31,64,0.00,6,Rain,126<br />
2006-1-13,21,17,13,17,14,9,88,79,73,1020,1014,1009,30,28,15,47,18,76,0.00,5,,9<br />
2006-1-14,22,18,15,17,13,11,94,75,56,1015,1011,1007,30,22,15,40,29,64,0.00,3,,200<br />
2006-1-15,21,18,15,15,12,8,82,69,52,1009,1004,1001,30,29,20,52,37,72,0.00,2,,348<br />
2006-1-16,19,16,13,13,10,6,82,68,49,1018,1015,1009,30,30,30,23,10,,0.00,1,,220<br />
2006-1-17,21,17,14,11,10,8,77,61,46,1018,1015,1011,30,30,30,53,31,74,0.00,1,,360<br />
2006-1-18,19,17,16,17,13,10,88,80,68,1010,1005,1001,30,9,4,63,45,98,0.00,6,Rain,340<br />
2006-1-19,18,16,13,13,10,8,94,72,55,1019,1012,1005,30,14,6,29,24,50,0.00,4,Rain,159<br />
2006-1-20,18,14,12,10,8,7,77,62,52,1024,1023,1019,,,,24,10,,0.00,1,,155<br />
2006-1-21,22,17,12,12,9,8,82,62,41,1024,1021,1019,,,,45,19,60,0.00,2,,9<br />
2006-1-22,20,18,16,12,11,9,77,64,49,1019,1018,1017,,,,45,39,64,0.00,3,,2<br />
2006-1-23,24,20,16,12,11,10,72,59,41,1021,1019,1018,,,,34,26,,0.00,1,,11<br />
2006-1-24,22,19,16,16,13,11,94,74,57,1019,1013,1002,30,18,8,26,14,,0.00,5,Rain,352<br />
2006-1-25,23,19,15,21,16,12,94,89,82,1012,1004,999,30,14,2,48,19,61,0.00,6,Rain,215<br />
2006-1-26,18,16,14,12,11,9,82,73,68,1020,1016,1013,30,29,20,45,37,,0.00,3,,166<br />
2006-1-27,20,17,13,16,12,8,83,75,68,1020,1018,1016,,,,27,13,,0.00,1,,180<br />
2006-1-28,22,19,16,16,14,13,88,80,68,1019,1017,1016,30,27,3,24,16,,0.00,1,,216<br />
2006-1-29,17,16,14,16,14,13,94,93,88,1020,1018,1016,30,7,0,32,19,,0.00,8,Fog,207<br />
2006-1-30,26,20,15,20,17,15,100,82,61,1016,1011,1007,30,15,0,42,21,,0.00,3,Fog,5<br />
2006-1-31,23,20,18,18,17,16,88,80,69,1008,1004,1002,30,22,5,48,39,66,0.00,5,Rain,359<br />
2006-2-1,19,17,15,15,13,10,88,76,56,1015,1011,1007,30,23,15,39,21,,0.00,4,,166<br />
2006-2-2,22,18,15,16,13,11,82,69,56,1015,1011,1007,,,,24,11,,0.00,4,,185<br />
2006-2-3,19,17,15,18,16,14,94,87,77,1007,1005,1004,20,14,4,32,21,,0.00,6,Rain,246<br />
2006-2-4,19,17,15,14,13,12,94,78,64,1008,1007,1004,30,28,20,26,16,,0.00,3,,178<br />
2006-2-5,17,16,15,15,12,11,88,81,72,1015,1009,1004,30,25,5,35,18,,0.00,4,Rain,164<br />
2006-2-6,17,16,14,11,9,7,82,68,52,1017,1016,1015,30,30,30,32,24,,0.00,5,,165<br />
2006-2-7,22,17,12,13,11,9,88,71,46,1017,1012,1008,30,30,30,32,13,,0.00,1,,221<br />
2006-2-8,20,17,14,15,14,11,94,84,73,1009,1006,1004,30,19,5,37,24,,0.00,5,Rain,21<br />
2006-2-9,18,14,11,14,12,9,94,84,77,1016,1013,1009,30,27,10,21,13,,0.00,3,Rain,152<br />
2006-2-10,19,17,14,17,14,12,94,89,82,1018,1016,1015,30,22,6,19,8,,0.00,6,Rain,191<br />
2006-2-11,23,19,15,18,15,14,94,80,61,1018,1015,1014,30,28,25,29,13,,0.00,3,,8<br />
2006-2-12,21,19,17,17,16,14,94,80,68,1013,1011,1009,30,23,3,45,34,64,0.00,4,Rain,351<br />
2006-2-13,20,18,17,15,14,14,88,82,68,1016,1014,1011,30,25,20,27,19,,0.00,3,Rain,267<br />
2006-2-14,22,19,17,16,14,13,83,73,60,1014,1009,1005,30,28,20,48,34,69,0.00,4,Rain,353<br />
2006-2-15,20,18,16,15,14,12,88,78,68,1017,1011,1005,30,29,20,24,19,,0.00,3,Rain,185<br />
2006-2-16,23,18,13,15,13,10,88,72,57,1020,1019,1018,30,30,30,27,13,,0.00,2,,7<br />
2006-2-17,22,19,17,15,14,12,88,73,56,1023,1020,1018,30,30,30,39,26,,0.00,3,,341<br />
2006-2-18,20,18,16,16,15,14,94,84,77,1024,1023,1021,30,29,20,32,18,,0.00,2,,183<br />
2006-2-19,24,19,14,16,14,12,88,73,53,1022,1020,1018,,,,34,14,,0.00,3,,17<br />
2006-2-20,22,19,17,15,14,14,83,74,64,1019,1017,1015,,,,47,37,63,0.00,5,,6<br />
2006-2-21,23,20,18,17,16,15,83,76,61,1015,1013,1011,30,22,12,40,32,58,0.00,4,,7<br />
2006-2-22,24,21,18,17,14,12,88,68,50,1011,1008,1005,30,26,20,40,34,60,0.00,4,,1<br />
2006-2-23,20,16,12,13,10,6,82,69,55,1019,1012,1007,30,22,6,45,24,63,0.00,2,Rain,198<br />
2006-2-24,20,17,13,11,9,6,77,64,52,1020,1019,1018,30,30,30,34,23,,0.00,4,,10<br />
2006-2-25,21,18,16,14,12,11,77,69,60,1019,1016,1015,30,30,30,52,31,,0.00,2,,15<br />
2006-2-26,21,18,15,15,13,12,94,73,60,1018,1016,1014,30,15,4,47,19,53,0.00,5,Rain,18<br />
2006-2-27,22,19,17,15,13,12,77,70,60,1014,1013,1010,30,24,15,48,42,66,0.00,2,,8<br />
2006-2-28,19,17,14,15,11,9,83,69,56,1022,1016,1010,30,17,15,55,31,74,0.00,2,Rain,174<br />
2006-3-1,20,16,11,12,9,7,82,65,52,1021,1014,1008,30,28,20,52,23,69,0.00,2,Rain,10<br />
2006-3-2,18,14,11,12,8,6,88,63,45,1016,1011,1004,30,14,5,40,23,39,0.00,6,Rain,247<br />
2006-3-3,16,13,12,10,8,6,82,69,55,1005,1003,1002,30,22,7,71,32,98,0.00,4,Rain,181<br />
2006-3-4,13,11,10,9,8,6,88,78,67,1010,1009,1006,20,14,5,69,58,87,0.00,5,Rain,199<br />
2006-3-5,20,16,11,12,9,6,77,65,49,1009,1002,993,30,30,25,45,24,60,0.00,4,,350<br />
2006-3-6,20,16,11,12,10,7,82,69,46,1005,1003,1000,30,19,15,61,24,85,0.00,2,,9<br />
2006-3-7,20,18,16,16,14,11,83,77,68,1002,998,995,30,20,15,52,42,89,0.00,5,,344<br />
2006-3-8,20,18,16,14,11,2,77,63,39,995,993,991,30,28,15,37,27,55,0.00,2,,337<br />
2006-3-9,15,11,8,9,6,2,82,66,42,1014,1007,996,30,22,8,26,14,42,0.00,3,Rain,149<br />
2006-3-10,19,14,10,14,9,5,77,67,52,1014,1013,1010,25,21,20,48,24,85,0.00,3,,355<br />
2006-3-11,20,17,13,15,12,9,88,74,52,1017,1014,1012,30,23,20,42,29,61,0.00,4,,354<br />
2006-3-12,16,14,13,11,8,5,77,64,48,1027,1018,1012,30,27,20,37,27,,0.00,5,Rain,115<br />
2006-3-13,16,13,12,8,6,5,72,60,51,1031,1029,1027,30,30,30,26,21,39,0.00,1,,166<br />
2006-3-14,19,14,10,12,9,5,82,68,52,1028,1022,1016,,,,45,24,60,0.00,2,,11<br />
2006-3-15,18,16,14,12,11,10,77,73,68,1019,1016,1014,30,30,30,39,32,60,0.00,3,,114<br />
2006-3-16,19,14,11,12,11,8,82,74,60,1019,1017,1015,,,,24,14,,0.00,0,,169<br />
2006-3-17,19,16,13,13,11,9,88,77,64,1021,1017,1014,30,27,20,26,14,,0.00,4,,61<br />
2006-3-18,20,16,11,14,12,8,88,78,64,1021,1019,1018,,,,42,16,,0.00,4,,17<br />
2006-3-19,21,18,15,15,14,12,88,79,64,1024,1020,1018,30,11,5,39,31,52,0.00,4,Rain,352<br />
2006-3-20,20,18,15,17,14,13,94,87,78,1024,1019,1014,30,18,2,26,16,,0.00,6,,360<br />
2006-3-21,18,17,15,16,14,12,94,86,77,1017,1014,1012,30,20,3,48,26,53,0.00,6,Rain,345<br />
2006-3-22,16,14,14,14,12,12,94,89,88,1020,1018,1017,30,14,5,52,40,71,0.00,6,Rain,197<br />
2006-3-23,15,14,14,14,14,13,94,94,94,1019,1016,1013,15,8,3,32,29,,0.00,6,Rain,172<br />
2006-3-24,15,14,13,14,12,10,94,88,82,1025,1017,1012,30,11,3,55,43,74,0.00,7,Rain,185<br />
2006-3-25,14,12,11,11,8,6,88,71,59,1032,1030,1026,30,24,7,45,39,,0.00,5,Rain,164<br />
2006-3-26,17,13,11,10,8,6,72,65,52,1032,1026,1019,30,30,30,26,16,34,0.00,5,Rain,97<br />
2006-3-27,17,16,14,15,13,10,94,85,72,1017,1009,1004,30,20,3,34,16,,0.00,6,Rain,207<br />
2006-3-28,15,14,14,14,12,10,94,85,77,1016,1009,1005,15,11,5,58,39,69,0.00,7,Rain,186<br />
2006-3-29,14,13,12,11,9,7,82,75,67,1023,1020,1016,30,23,15,42,37,55,0.00,6,Rain,166<br />
2006-3-30,14,12,11,9,7,6,77,71,63,1023,1021,1018,30,30,30,39,24,,0.00,6,,157<br />
2006-3-31,15,11,7,10,8,4,88,78,67,1018,1015,1012,,,,19,6,,0.00,1,,2<br />
2006-4-1,18,14,12,14,12,9,88,82,73,1015,1013,1012,,,,34,19,,0.00,4,,11<br />
2006-4-2,20,17,14,17,13,11,88,82,73,1015,1012,1008,30,23,5,19,8,,0.00,5,Rain,11<br />
2006-4-3,20,18,16,17,15,13,94,82,68,1008,1005,1001,30,22,6,40,27,61,0.00,4,Rain,354<br />
2006-4-4,19,17,15,14,13,12,82,76,68,1003,999,997,30,18,8,47,34,72,0.00,4,Rain,338<br />
2006-4-5,19,17,14,15,13,11,94,82,73,1006,1005,1003,30,29,20,26,11,,0.00,5,,8<br />
2006-4-6,18,17,15,13,13,12,88,80,72,1006,1004,1000,30,29,20,35,24,,0.00,4,,9<br />
2006-4-7,20,18,16,14,12,10,88,74,60,999,990,986,30,25,6,50,27,72,0.00,4,Rain,352<br />
2006-4-8,18,16,13,12,9,8,82,65,55,994,991,988,30,26,8,37,31,66,0.00,2,Rain,334<br />
2006-4-9,17,16,14,13,11,9,82,75,67,993,992,992,30,22,7,37,31,60,0.00,4,Rain-Thunderstorm,342<br />
2006-4-10,19,17,14,13,11,8,77,71,59,996,994,992,30,26,15,27,19,48,0.00,3,Rain-Thunderstorm,343<br />
2006-4-11,16,13,11,9,8,5,88,68,59,1008,1003,996,30,29,20,40,16,42,0.00,3,Rain,116<br />
