
PYST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2015-1-1,36,28,21,24,22,19,94,62,28,1007,1003,1001,19,12,8,55,21,74,67.06,6,Rain-Thunderstorm,18<br />
2015-1-2,27,23,20,22,21,20,100,89,64,1014,1011,1007,19,9,1,24,10,40,65.02,6,Rain-Thunderstorm,107<br />
2015-1-3,30,26,22,24,22,21,100,79,52,1015,1013,1011,19,12,10,11,5,,0.00,6,,93<br />
2015-1-4,32,28,23,25,23,14,94,75,45,1016,1014,1011,19,11,9,26,2,,2.03,6,Rain-Thunderstorm,122<br />
2015-1-5,33,28,23,25,24,23,100,75,45,1014,1012,1009,19,14,10,14,5,,0.00,4,,41<br />
2015-1-6,36,30,25,25,24,22,89,67,38,1012,1010,1007,19,12,10,21,8,,0.00,3,,34<br />
2015-1-7,35,31,27,25,24,21,84,66,35,1010,1008,1006,19,13,10,24,13,,0.00,6,Thunderstorm,16<br />
2015-1-8,34,30,26,25,23,22,89,69,45,1012,1009,1007,19,13,8,16,10,32,1.02,6,Rain-Thunderstorm,24<br />
2015-1-9,36,31,26,25,24,22,84,67,40,1012,1010,1007,19,14,10,21,8,,0.00,4,Thunderstorm,27<br />
2015-1-10,37,31,26,25,23,21,84,60,31,1013,1010,1007,19,13,9,21,10,,0.00,3,Rain-Thunderstorm,15<br />
2015-1-11,34,29,24,24,23,22,89,70,43,1013,1011,1007,19,12,8,23,13,47,0.00,6,Rain-Thunderstorm,41<br />
2015-1-12,37,31,26,25,23,21,84,63,31,1013,1010,1007,19,14,10,11,5,,0.00,4,,57<br />
2015-1-13,37,31,26,24,23,19,83,60,27,1011,1008,1005,19,15,10,21,11,,0.00,3,Rain-Thunderstorm,25<br />
2015-1-14,36,29,23,23,22,20,100,69,31,1014,1010,1007,19,11,2,29,16,47,21.08,7,Rain-Thunderstorm,32<br />
2015-1-15,29,26,22,24,22,20,100,86,67,1017,1013,1011,19,11,1,37,16,55,2.03,7,Rain-Thunderstorm,132<br />
2015-1-16,33,28,23,25,23,22,94,73,45,1014,1012,1009,19,12,10,19,8,,0.00,5,Thunderstorm,2<br />
2015-1-17,36,30,24,26,23,2,100,73,12,1013,1011,1007,19,12,10,23,5,45,0.00,6,Rain-Thunderstorm,331<br />
2015-1-18,30,27,23,24,23,22,100,84,56,1016,1012,1009,19,12,8,27,8,,5.08,6,Rain-Thunderstorm,136<br />
2015-1-19,35,29,24,25,23,22,89,69,44,1015,1011,1008,19,14,10,14,6,,0.00,2,,28<br />
2015-1-20,29,26,22,26,23,21,100,84,65,1015,1012,1008,19,11,2,52,11,64,4.06,6,Rain-Thunderstorm,178<br />
2015-1-21,31,27,22,23,22,21,94,77,46,1017,1015,1013,19,12,10,21,11,27,0.00,6,,193<br />
2015-1-22,32,27,22,23,22,21,94,70,46,1015,1013,1010,19,13,9,11,8,,0.00,4,,154<br />
2015-1-23,35,29,24,25,23,21,89,69,37,1014,1011,1008,19,12,4,16,8,,0.00,3,Thunderstorm,74<br />
2015-1-24,31,27,23,25,23,19,94,82,57,1012,1010,1008,19,15,5,16,5,,0.00,4,Thunderstorm,60<br />
2015-1-25,33,27,21,22,20,17,97,59,29,1011,1010,1008,19,11,3,10,2,,0.00,1,,315<br />
2015-1-26,34,29,24,23,21,19,94,69,34,1012,1010,1006,19,12,6,16,3,,0.00,1,Thunderstorm,52<br />
2015-1-27,32,28,24,24,22,21,94,74,44,1012,1010,1008,19,12,8,19,10,,1.02,6,Rain-Thunderstorm,35<br />
2015-1-28,31,27,23,25,23,21,94,79,57,1010,1008,1005,19,12,1,21,10,35,3.05,5,Rain-Thunderstorm,29<br />
2015-1-29,30,27,23,25,23,21,100,84,53,1014,1010,1008,19,11,1,29,10,39,48.01,6,Rain-Thunderstorm,132<br />
2015-1-30,31,26,21,21,19,18,94,69,40,1015,1013,1011,19,14,10,23,10,,0.00,1,,169<br />
2015-1-31,33,27,20,23,20,17,94,66,30,1015,1013,1010,19,13,7,13,5,,0.00,2,,182<br />
2015-2-1,36,30,24,26,21,2,89,61,21,1013,1011,1009,19,12,6,27,6,47,0.00,3,Rain-Thunderstorm,41<br />
2015-2-2,37,30,23,25,23,22,94,69,39,1012,1010,1007,19,12,8,13,3,,0.00,3,Thunderstorm,58<br />
2015-2-3,31,27,23,25,22,21,94,79,60,1011,1009,1006,19,11,3,50,11,69,3.05,6,Rain-Thunderstorm,123<br />
2015-2-4,36,28,21,25,23,21,100,73,40,1008,1006,1003,19,14,10,19,11,,0.00,2,Thunderstorm,76<br />
2015-2-5,34,29,23,24,23,21,94,72,40,1008,1006,1003,19,12,8,26,5,37,0.00,3,Thunderstorm,119<br />
2015-2-6,33,28,23,23,21,18,89,63,33,1009,1007,1005,19,12,8,16,10,,0.00,3,,147<br />
2015-2-7,34,28,22,21,19,16,88,58,25,1011,1007,1005,19,12,9,16,10,,0.00,2,,163<br />
2015-2-8,36,29,22,21,18,16,78,53,21,1008,1007,1004,19,12,8,14,8,,0.00,2,,92<br />
2015-2-9,33,28,23,23,21,17,94,57,22,1008,1006,1002,19,13,9,14,6,,0.00,4,,54<br />
