
IST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-2-1,,,,,,,,,,,,,10,10,10,19,19,,0.00,3,,70<br />
2001-7-9,26,24,22,19,18,17,83,71,57,1010,1009,1009,10,9,8,27,27,47,0.00,4,,270<br />
2001-7-10,27,23,20,20,19,18,94,83,58,1012,1011,1010,10,9,8,23,21,40,0.00,5,,267<br />
2001-7-11,26,23,20,20,19,18,94,77,61,1014,1012,1010,10,10,10,19,18,,0.00,5,,264<br />
2001-7-12,29,27,24,19,18,18,73,61,51,1015,1012,1011,10,9,6,26,21,,0.00,6,,261<br />
2001-7-13,25,,25,19,19,19,69,69,69,1012,1012,1012,3,3,3,27,27,47,0.00,6,Rain,270<br />
2001-7-14,29,24,20,21,19,14,94,76,45,1017,1015,1013,10,9,4,19,13,,0.00,5,Rain-Thunderstorm,277<br />
2001-7-15,28,24,20,22,19,17,100,81,54,1019,1015,1012,10,8,2,27,14,47,0.00,6,Rain,267<br />
2001-7-16,24,22,20,20,19,19,100,90,73,1014,1014,1013,10,10,8,26,11,45,0.00,6,,266<br />
2001-7-17,26,22,18,19,18,17,100,79,57,1015,1014,1012,10,9,6,27,21,,0.00,6,,273<br />
2001-7-18,30,26,21,19,17,15,88,63,40,1013,1012,1010,10,10,10,26,18,,0.00,4,,275<br />
2001-7-19,27,24,22,19,18,17,83,67,54,1013,1011,1010,10,10,10,23,18,,0.00,4,,265<br />
2001-7-20,28,26,23,19,18,18,78,63,54,1012,1011,1009,10,9,6,23,18,,0.00,4,,266<br />
2001-7-21,29,24,20,20,18,17,94,71,48,1012,1010,1008,10,9,6,23,16,,0.00,4,,269<br />
2001-7-22,29,24,19,20,17,15,94,68,42,1013,1011,1008,10,9,6,27,18,40,0.00,3,,272<br />
2001-7-23,26,22,20,17,17,16,83,73,54,1012,1011,1010,10,9,8,14,10,,0.00,4,,272<br />
2001-7-24,25,22,21,20,19,19,88,82,69,1012,1011,1010,10,9,8,27,19,,0.00,4,,271<br />
2001-7-25,29,24,21,20,19,17,88,70,48,1012,1011,1009,10,9,6,23,14,,0.00,3,,280<br />
2001-7-26,29,24,21,21,20,18,94,78,51,1013,1011,1009,10,8,3,23,16,,0.00,5,Rain,283<br />
2001-7-27,28,24,20,21,19,18,100,80,54,1013,1011,1009,10,8,2,19,11,,0.00,4,Rain-Thunderstorm,274<br />
2001-7-28,27,23,21,21,19,18,100,80,58,1013,1011,1009,10,8,4,23,14,,0.00,5,,277<br />
2001-7-29,27,23,21,20,19,12,94,78,50,1014,1013,1011,10,9,3,27,18,,0.00,5,Rain,270<br />
2001-7-30,28,23,19,20,18,17,94,72,51,1015,1012,1010,10,9,6,19,14,,0.00,4,,291<br />
2001-7-31,26,23,21,21,20,19,94,82,65,1013,1012,1011,10,8,6,23,11,,0.00,6,,297<br />
2001-8-1,26,23,20,21,19,18,100,84,65,1013,1012,1010,10,7,3,26,10,,0.00,6,Rain,283<br />
2001-8-2,27,23,20,21,20,19,94,84,61,1011,1009,1008,10,9,6,23,19,,0.00,6,,265<br />
2001-8-3,25,23,21,20,19,18,88,78,65,1011,1009,1007,10,9,8,23,19,,0.00,5,,276<br />
2001-8-4,27,23,20,19,18,17,94,76,54,1014,1011,1010,10,8,4,19,13,37,0.00,5,Rain,265<br />
2001-8-5,26,23,20,21,19,18,94,81,61,1014,1012,1010,10,7,3,23,16,,0.00,4,Rain-Thunderstorm,279<br />
2001-8-6,27,23,19,21,19,18,100,81,58,1013,1011,1009,10,9,3,26,18,,0.00,6,Rain,275<br />
2001-8-7,21,20,20,19,19,19,94,93,88,1012,1011,1010,10,9,6,23,18,,0.00,5,,265<br />
2001-8-8,24,22,20,19,19,18,94,85,73,1012,1011,1010,10,10,10,14,13,,0.00,4,,276<br />
2001-8-9,27,23,20,20,18,17,94,71,57,1014,1013,1011,10,8,6,27,16,,0.00,4,,281<br />
2001-8-10,27,24,22,22,21,19,100,83,61,1013,1011,1009,8,7,1,34,16,52,0.00,4,Rain-Thunderstorm,268<br />
2001-8-11,27,23,20,20,19,18,94,74,61,1013,1011,1009,10,10,6,23,14,,0.00,6,,269<br />
