
SAST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-1-1,22,18,14,17,16,14,100,92,69,1018,1016,1015,10,7,1,24,13,,0.00,5,Fog-Rain-Thunderstorm,334<br />
2000-1-2,24,19,15,18,16,14,100,86,64,1021,1018,1016,10,7,1,23,6,,0.00,5,Fog-Rain-Thunderstorm,347<br />
2000-1-3,18,16,14,17,15,14,100,95,88,1024,1022,1021,10,9,2,24,19,,0.00,6,Fog-Rain,115<br />
2000-1-4,21,17,13,18,15,12,100,92,83,1023,1022,1020,10,10,6,24,19,,0.00,5,Rain,92<br />
2000-1-5,21,18,15,17,16,14,100,92,78,1022,1021,1019,10,10,3,19,13,,0.00,5,Rain,5<br />
2000-1-6,24,19,15,19,17,14,100,90,69,1021,1018,1016,10,7,1,32,11,40,0.00,5,Fog-Rain-Thunderstorm,298<br />
2000-1-7,24,19,14,19,17,14,100,89,69,1017,1016,1014,10,8,2,27,13,45,0.00,5,Fog-Rain-Thunderstorm,317<br />
2000-1-8,24,19,14,18,16,14,100,83,61,1018,1015,1013,10,9,3,32,13,,0.00,4,Thunderstorm,146<br />
2000-1-9,22,17,13,17,15,13,100,85,68,1017,1015,1013,10,10,5,19,11,,0.00,5,,32<br />
2000-1-10,25,20,15,17,16,13,100,76,50,1017,1015,1013,10,9,2,24,8,26,0.00,3,Fog,199<br />
2000-1-11,25,19,14,16,12,8,100,62,38,1018,1016,1014,10,9,3,14,10,,0.00,1,Fog,85<br />
2000-1-12,26,20,14,17,14,13,100,68,47,1017,1015,1013,10,10,10,24,13,47,0.00,3,,321<br />
