
BRT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2005-1-1,32,29,26,27,26,25,94,83,70,1014,1013,1011,10,10,10,29,16,,0.00,4,,84<br />
2005-1-2,33,29,26,26,25,24,94,78,63,1015,1014,1013,10,10,10,27,18,,0.00,3,,83<br />
2005-1-3,32,30,28,26,25,24,84,76,66,1016,1014,1013,10,10,10,32,19,,0.00,5,,99<br />
2005-1-4,32,28,25,26,25,24,94,81,70,1015,1013,1011,10,9,4,27,18,,0.00,4,Rain,86<br />
2005-1-5,32,29,26,25,24,23,84,74,62,1015,1013,1012,10,10,10,26,18,,0.00,3,,95<br />
2005-1-6,32,28,25,25,24,23,94,78,66,1014,1013,1012,10,10,8,26,16,,0.00,2,Rain,106<br />
2005-1-7,32,28,25,25,24,23,89,77,62,1015,1013,1012,10,10,10,26,16,,0.00,2,,118<br />
2005-1-8,32,29,26,26,26,25,94,81,70,1013,1012,1011,10,9,3,23,18,,0.00,5,Rain,118<br />
2005-1-9,32,29,27,26,26,25,89,80,66,1013,1011,1010,10,10,10,23,16,,0.00,3,,107<br />
2005-1-10,33,30,27,27,26,25,89,81,70,1013,1011,1009,10,10,10,29,18,,0.00,3,,80<br />
2005-1-11,32,19,7,26,25,5,89,80,70,1022,1011,1009,10,10,5,34,19,,0.00,3,Rain,83<br />
2005-1-12,32,29,26,26,26,25,94,81,70,1012,1010,1008,10,10,10,34,21,,0.00,3,,76<br />
2005-1-13,32,29,25,27,26,23,94,82,66,1012,1009,1007,10,10,5,29,19,,0.00,3,Rain,73<br />
2005-1-14,32,28,25,27,25,24,100,85,66,1011,1010,1008,10,9,4,35,14,,0.00,5,Rain,57<br />
2005-1-15,31,28,26,27,26,24,100,88,75,1012,1010,1008,10,10,5,27,13,,0.00,5,Rain,81<br />
2005-1-16,32,29,27,26,26,25,94,82,70,1012,1010,1007,10,10,10,27,16,,0.00,3,,89<br />
2005-1-17,32,28,25,26,25,24,94,81,70,1018,1010,1008,10,10,10,24,13,,0.00,3,,100<br />
2005-1-18,32,29,27,26,26,25,89,81,66,1012,1010,1009,10,10,10,27,16,,0.00,2,,88<br />
2005-1-19,32,29,26,27,26,25,94,84,66,1012,1011,1009,10,10,10,37,14,,0.00,2,,92<br />
2005-1-20,32,29,27,27,26,25,94,82,66,1013,1011,1009,10,10,10,235,23,,0.00,2,,84<br />
2005-1-21,33,29,26,26,26,25,94,82,66,1014,1012,1010,10,10,10,32,16,,0.00,3,,78<br />
2005-1-22,33,29,26,27,26,25,94,82,66,1014,1012,1010,10,10,10,21,16,,0.00,3,,95<br />
2005-1-23,33,29,26,26,26,25,94,82,66,1013,1012,1009,10,10,10,24,13,,0.00,3,,99<br />
2005-1-24,34,30,26,26,26,23,100,82,52,1012,1010,1008,10,10,10,26,13,,0.00,2,,84<br />
