date,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity,Mean Humidity,Min Humidity,Max Sea Level PressurehPa,Mean Sea Level PressurehPa,Min Sea Level PressurehPa,Max VisibilityKm,Mean VisibilityKm,Min VisibilitykM,Max Wind SpeedKm h,Mean Wind SpeedKm h,Max Gust SpeedKm h,Precipitationmm,CloudCover,Events,WindDirDegrees
2015-5-17,19,13,7,8,7,5,87,64,32,1029,1026,1021,31,18,10,14,10,,0,1,,289
2015-5-18,20,13,7,11,7,5,94,67,28,1022,1013,1007,31,15,6,32,13,,0,5,Rain,246
2015-5-19,15,11,7,9,6,3,94,70,34,1013,1011,1009,26,14,5,35,21,58,10,3,Rain,250
2015-5-20,15,10,6,6,4,2,93,66,32,1023,1017,1013,31,15,10,24,13,,0,2,Rain,287
2015-5-21,18,12,6,7,6,3,93,62,30,1029,1026,1023,31,23,10,19,8,,0,3,,309
2015-5-22,18,13,7,9,7,4,93,64,31,1029,1027,1023,31,17,10,14,8,,0,1,,312
2015-5-23,21,16,11,13,11,9,94,74,34,1024,1022,1020,31,14,10,23,11,42,0,6,,2
2015-5-24,21,14,9,12,9,7,94,66,36,1022,1020,1018,31,15,10,16,11,,0,5,,347
2015-5-25,19,16,12,14,11,6,100,73,41,1020,1018,1016,26,13,2,27,13,,4,6,Rain,316
2015-5-26,18,14,11,9,8,6,88,62,37,1025,1022,1019,27,16,10,19,10,34,0,5,,348
2015-5-27,21,14,8,10,8,6,94,60,26,1026,1024,1020,31,15,5,13,8,,1,3,,339
2015-5-28,19,16,12,10,9,7,77,62,43,1020,1017,1016,31,19,10,23,11,,0,6,,275
2015-5-29,18,14,11,10,7,4,77,57,32,1017,1013,1011,31,16,10,29,11,,10,6,Rain,278
2015-5-30,19,14,9,10,6,3,94,60,24,1017,1016,1013,31,17,6,23,13,,10,6,Rain,268
2015-5-31,17,14,11,14,11,6,94,77,42,1017,1013,1011,31,13,3,32,18,52,25,6,Rain,206
2015-6-1,17,12,8,11,6,2,94,62,29,1019,1017,1014,26,16,10,23,13,35,1,6,Rain,252
2015-6-2,23,18,13,13,10,6,77,59,39,1017,1015,1013,26,15,10,40,27,63,0,5,,225
2015-6-3,20,17,13,14,10,8,94,60,33,1027,1023,1018,31,15,3,35,21,,0,6,Rain,297
2015-6-4,26,18,9,13,9,7,87,55,26,1027,1024,1020,31,29,26,16,13,,0,,,69
2015-6-5,33,24,16,19,15,12,83,55,25,1020,1017,1014,31,19,10,34,14,37,0,1,Rain,133
2015-6-6,22,17,12,12,8,4,88,57,22,1029,1025,1020,31,23,10,24,11,,0,1,,324
2015-6-7,21,14,7,9,7,4,82,57,32,1031,1029,1027,31,25,10,24,13,37,0,3,,12
2015-6-8,19,14,8,8,6,4,82,53,28,1029,1027,1024,31,25,10,34,24,60,0,1,,19
2015-6-9,19,14,9,8,6,5,76,56,29,1027,1025,1023,31,22,10,35,29,53,0,3,,27
2015-6-10,24,17,9,12,8,4,76,54,30,1025,1022,1019,31,19,10,34,26,50,0,2,,51
2015-6-11,28,21,14,17,14,11,82,59,34,1020,1015,1010,31,19,10,23,16,,0,3,,68
2015-6-12,27,23,18,16,14,13,78,58,34,1011,1009,1008,31,17,10,34,18,48,0,4,Rain,176
2015-6-13,26,21,16,13,11,9,77,54,25,1013,1012,1011,31,20,10,23,14,,0,5,,272
2015-6-14,24,18,12,13,11,8,82,59,29,1013,1012,1010,31,24,10,21,13,39,0,6,,13
2015-6-15,20,17,14,13,12,11,88,71,51,1021,1017,1013,26,10,5,24,16,39,0,7,,8
2015-6-16,21,16,9,11,7,5,87,56,26,1025,1023,1021,31,23,10,26,18,48,0,3,,6
2015-6-17,26,18,9,13,9,5,82,54,24,1027,1025,1022,31,27,10,23,10,,0,3,,323
2015-6-18,21,18,16,16,14,9,94,78,40,1023,1020,1019,31,12,3,23,18,,0,7,Rain,294
2015-6-19,22,17,11,11,9,5,94,62,25,1022,1021,1020,31,16,9,24,11,,1,4,,325
2015-6-20,22,17,12,13,10,8,88,62,38,1023,1022,1021,31,14,10,19,10,35,0,5,,303
2015-6-21,23,19,15,14,12,8,88,66,27,1021,1019,1016,31,17,10,24,11,,0,6,,278
2015-6-22,18,14,12,13,11,9,94,76,50,1018,1013,1009,26,12,3,27,13,,25,6,Rain,257
2015-6-23,19,14,9,11,9,7,100,70,36,1021,1016,1012,31,17,10,23,13,,1,5,,315
2015-6-24,24,17,9,10,9,7,100,59,24,1023,1022,1021,31,19,10,13,8,,0,4,,58
2015-6-25,29,22,14,12,10,8,82,46,19,1023,1022,1021,31,28,19,13,6,37,0,,,282
2015-6-26,31,23,16,14,11,9,72,43,17,1021,1019,1016,31,24,14,24,10,,0,8,,199
2015-6-27,24,20,16,14,11,6,88,55,24,1023,1020,1017,31,21,10,23,14,,0,5,Rain,310
2015-6-28,30,21,13,13,9,7,77,46,16,1023,1021,1018,31,31,31,23,8,26,0,,,6
2015-6-29,28,21,14,14,10,6,77,49,15,1023,1022,1020,31,24,10,14,10,,0,6,,337
2015-6-30,33,24,15,14,10,2,82,43,8,1022,1019,1015,31,31,31,23,11,,0,,,73
2015-7-1,38,29,20,17,14,11,64,36,13,1015,1014,1011,31,31,31,23,14,,0,,,129
2015-7-2,30,24,19,18,17,14,83,55,29,1022,1018,1014,31,19,10,23,13,,0,5,,351
2015-7-3,36,26,17,19,17,15,88,57,23,1025,1021,1015,31,24,18,26,14,37,0,8,,55
2015-7-4,33,28,23,19,17,16,69,49,30,1020,1019,1015,26,16,10,24,11,,0,3,Rain,354
2015-7-5,25,21,17,16,13,11,77,60,40,1021,1018,1015,31,19,10,32,16,39,0,4,Rain,350
2015-7-6,31,22,14,13,11,8,82,48,16,1023,1020,1015,31,24,10,19,6,,0,1,,138
2015-7-7,28,22,17,16,13,10,94,55,27,1015,1012,1010,31,19,10,27,11,,1,5,Rain,277
2015-7-8,19,17,13,13,11,9,82,64,43,1019,1016,1013,26,16,10,34,21,50,0,5,Rain,262
2015-7-9,22,17,12,11,8,5,94,56,22,1025,1022,1019,31,19,10,27,16,35,0,2,,322
2015-7-10,29,19,10,8,6,3,76,41,11,1025,1020,1015,31,31,31,24,13,,0,,,86
2015-7-11,27,21,15,13,9,5,64,42,23,1021,1017,1014,31,28,10,26,13,,0,1,,309
2015-7-12,23,18,13,14,12,10,82,62,36,1022,1021,1020,31,15,10,24,10,,3,7,Rain,282
2015-7-13,26,22,18,15,14,11,73,59,42,1021,1019,1018,31,16,10,23,11,,0,6,,261
2015-7-14,27,22,17,15,14,13,83,61,34,1021,1020,1019,31,17,10,23,11,,0,4,,278
2015-7-15,31,23,17,17,15,13,83,58,24,1021,1019,1016,31,22,10,16,10,,0,3,,329
2015-7-16,35,26,17,17,14,9,94,51,13,1019,1015,1009,31,24,10,32,13,39,0,4,Rain,95
2015-7-17,29,24,21,17,16,12,78,54,25,1017,1014,1010,31,19,10,29,19,37,0,3,,240
2015-7-18,28,22,16,16,12,10,83,54,24,1020,1017,1013,31,19,6,23,10,42,20,5,Rain-Thunderstorm,6
2015-7-19,24,20,15,17,16,14,94,73,44,1014,1012,1011,31,14,4,27,13,,20,6,Rain-Thunderstorm,276
2015-7-20,27,23,19,19,18,16,100,74,46,1015,1014,1013,31,14,5,24,13,35,0,7,Rain,227
2015-7-21,30,24,19,18,17,16,83,63,36,1016,1015,1013,31,18,10,21,13,37,0,4,Rain,237
2015-7-22,27,22,18,16,13,10,78,54,25,1018,1016,1015,31,20,10,24,13,29,0,6,Rain,328
2015-7-23,26,20,15,12,10,8,77,50,24,1020,1018,1015,31,25,10,16,10,,0,3,,321
2015-7-24,28,21,14,16,12,9,72,53,28,1016,1009,1003,31,20,10,29,14,48,1,5,Rain,121
2015-7-25,21,18,14,16,10,6,94,58,25,1019,1012,1003,26,13,3,40,29,58,0,5,Rain,281
2015-7-26,19,14,10,14,9,6,94,68,41,1019,1012,1004,31,18,5,34,11,,20,7,Rain,175
2015-7-27,22,18,14,15,12,9,94,69,40,1010,1006,1003,31,13,4,39,26,53,5,6,Rain,243
2015-7-28,18,16,13,11,9,6,88,62,39,1012,1011,1010,31,17,10,35,23,,1,6,Rain,247
2015-7-29,22,17,12,10,8,4,88,58,24,1016,1013,1011,31,22,10,29,16,,0,4,,273
2015-7-30,22,17,11,10,7,4,82,54,22,1020,1017,1016,31,19,10,21,11,,0,2,,293
2015-7-31,22,16,8,9,7,4,87,53,19,1021,1017,1014,31,27,10,19,11,,0,6,,36
2015-8-1,26,19,11,9,7,2,77,46,13,1019,1015,1014,31,30,19,23,11,,0,,,354
2015-8-2,29,20,11,9,7,5,72,40,14,1020,1017,1014,31,31,31,21,11,,0,,,87
2015-8-3,33,27,19,15,8,2,53,31,10,1015,1013,1010,31,28,10,23,13,,0,6,Thunderstorm,198
2015-8-4,24,20,16,18,12,5,94,58,20,1018,1015,1011,31,19,7,23,13,39,20,6,Rain-Thunderstorm,303
2015-8-5,29,22,15,13,11,9,72,47,21,1018,1014,1011,31,31,31,21,11,39,0,,,146
2015-8-6,30,24,18,15,13,10,73,48,20,1016,1014,1012,31,25,10,21,10,40,0,6,,283
2015-8-7,29,22,14,16,13,9,73,56,29,1019,1016,1015,31,23,10,24,14,,5,5,Rain,359
2015-8-8,27,21,15,13,12,11,77,52,26,1023,1021,1019,31,31,31,23,14,,0,,,15
2015-8-9,26,21,17,16,13,10,88,58,29,1022,1020,1019,31,19,10,16,10,32,3,8,Rain,18
2015-8-10,28,21,15,15,13,9,77,55,33,1021,1019,1016,31,24,10,16,10,,0,6,,344
2015-8-11,29,23,17,17,16,14,94,64,31,1019,1017,1016,31,23,10,26,13,40,0,6,,26
2015-8-12,33,26,19,18,16,15,83,56,28,1019,1017,1016,31,18,10,23,18,47,0,6,,46
2015-8-13,30,25,20,19,18,14,88,61,29,1016,1012,1008,26,15,6,34,18,45,15,6,Rain-Thunderstorm,144
2015-8-14,26,22,18,18,16,13,94,76,34,1010,1008,1005,31,14,10,27,13,47,3,4,Rain,197
2015-8-15,21,18,15,17,13,9,100,76,35,1016,1011,1007,31,12,3,26,16,,25,5,Rain,285
2015-8-16,22,17,12,13,11,9,94,67,33,1016,1016,1015,31,20,10,16,8,,0,5,,330
2015-8-17,21,18,14,12,9,7,77,57,29,1017,1016,1015,31,24,10,23,11,34,0,7,,11
2015-8-18,21,17,13,11,9,7,82,61,32,1018,1016,1015,31,22,10,16,6,29,0,6,,289
2015-8-19,25,19,13,11,9,7,88,52,21,1020,1019,1018,31,22,14,14,10,,5,8,Rain,151
2015-8-20,22,19,16,16,15,11,94,81,45,1024,1022,1020,31,13,2,14,8,,36,6,Rain,254
2015-8-21,28,22,16,16,15,13,94,63,32,1023,1022,1019,31,18,5,14,8,,0,2,Fog,124
2015-8-22,30,24,19,14,11,8,64,42,17,1019,1015,1009,31,31,31,24,14,42,0,,,113
2015-8-23,23,21,18,17,12,9,88,56,32,1009,1005,1003,31,19,5,23,16,32,15,4,Rain,164
